TimeStamp,,,,Specification,Value_mA,Value_A,,TimeStamp_30
16:12:08.288 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:00:58.300
16:12:08.429 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:00:58.400
16:12:08.523 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:00:58.500
16:12:08.663 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:00:58.600
16:12:08.757 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:00:58.700
16:12:08.898 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:00:58.800
16:12:09.022 -> The value of current in ma : 8962.68,,,,current,8962.68,8.96268,,0:00:58.900
16:12:09.163 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:00:59.000
16:12:09.257 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:00:59.100
16:12:09.398 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:00:59.200
16:12:09.491 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:00:59.300
16:12:09.632 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:00:59.400
16:12:09.726 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:00:59.500
16:12:09.867 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:00:59.600
16:12:09.992 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:00:59.700
16:12:10.132 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:00:59.800
16:12:10.226 -> The value of current in ma : 9123.96,,,,current,9123.96,9.12396,,0:00:59.900
16:12:10.367 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:00.000
16:12:10.461 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:00.100
16:12:10.601 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:00.200
16:12:10.695 -> The value of current in ma : 8962.68,,,,current,8962.68,8.96268,,0:01:00.300
16:12:10.836 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:00.400
16:12:10.929 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:00.500
16:12:11.086 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:00.600
16:12:11.243 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:00.700
16:12:11.321 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:00.800
16:12:11.461 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:00.900
16:12:11.555 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:01.000
16:12:11.696 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:01.100
16:12:11.789 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:01.200
16:12:11.930 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:01.300
16:12:12.071 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:01.400
16:12:12.165 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:01.500
16:12:12.306 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:01.600
16:12:12.400 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:01.700
16:12:12.541 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:01.800
16:12:12.635 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:01.900
16:12:12.775 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:02.000
16:12:12.916 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:02.100
16:12:13.010 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:02.200
16:12:13.150 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:02.300
16:12:13.260 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:02.400
16:12:13.400 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:02.500
16:12:13.510 -> The value of current in ma : 9123.96,,,,current,9123.96,9.12396,,0:01:02.600
16:12:13.650 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:02.700
16:12:13.744 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:02.800
16:12:13.885 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:02.900
16:12:13.979 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:03.000
16:12:14.120 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:03.100
16:12:14.214 -> The value of current in ma : 8962.68,,,,current,8962.68,8.96268,,0:01:03.200
16:12:14.354 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:03.300
16:12:14.495 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:03.400
16:12:14.589 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:03.500
16:12:14.729 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:03.600
16:12:14.823 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:03.700
16:12:14.964 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:03.800
16:12:15.104 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:03.900
16:12:15.198 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:04.000
16:12:15.339 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:04.100
16:12:15.433 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:04.200
16:12:15.573 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:04.300
16:12:15.667 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:04.400
16:12:15.808 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:04.500
16:12:15.948 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:04.600
16:12:16.058 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:04.700
16:12:16.152 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:04.800
16:12:16.293 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:04.900
16:12:16.434 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:05.000
16:12:16.527 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:05.100
16:12:16.669 -> The value of current in ma : 9123.96,,,,current,9123.96,9.12396,,0:01:05.200
16:12:16.762 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:05.300
16:12:16.903 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:05.400
16:12:17.013 -> The value of current in ma : 9147.00,,,,current,9147,9.147,,0:01:05.500
16:12:17.153 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:05.600
16:12:17.247 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:05.700
16:12:17.388 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:05.800
16:12:17.528 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:05.900
16:12:17.622 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:06.000
16:12:17.763 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:06.100
16:12:17.857 -> The value of current in ma : 8962.68,,,,current,8962.68,8.96268,,0:01:06.200
16:12:17.998 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:06.300
16:12:18.107 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:06.400
16:12:18.248 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:06.500
16:12:18.341 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:06.600
16:12:18.482 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:06.700
16:12:18.576 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:06.800
16:12:18.716 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:06.900
16:12:18.857 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:07.000
16:12:18.951 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:07.100
16:12:19.091 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:07.200
16:12:19.185 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:07.300
16:12:19.326 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:07.400
16:12:19.467 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:07.500
16:12:19.561 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:07.600
16:12:19.686 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:07.700
16:12:19.826 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:07.800
16:12:19.920 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:07.900
16:12:20.061 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:08.000
16:12:20.154 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:08.100
16:12:20.295 -> The value of current in ma : 9123.96,,,,current,9123.96,9.12396,,0:01:08.200
16:12:20.389 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:08.300
16:12:20.529 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:08.400
16:12:20.670 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:08.500
16:12:20.764 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:08.600
16:12:20.905 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:08.700
16:12:20.999 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:08.800
16:12:21.155 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:08.900
16:12:21.248 -> The value of current in ma : 9147.00,,,,current,9147,9.147,,0:01:09.000
16:12:21.405 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:09.100
16:12:21.498 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:09.200
16:12:21.639 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:09.300
16:12:21.733 -> The value of current in ma : 9123.96,,,,current,9123.96,9.12396,,0:01:09.400
16:12:21.874 -> The value of current in ma : 9147.00,,,,current,9147,9.147,,0:01:09.500
16:12:21.968 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:09.600
16:12:22.108 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:09.700
16:12:22.249 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:09.800
16:12:22.343 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:09.900
16:12:22.468 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:10.000
16:12:22.608 -> The value of current in ma : 9123.96,,,,current,9123.96,9.12396,,0:01:10.100
16:12:22.702 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:10.200
16:12:22.843 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:10.300
16:12:22.937 -> The value of current in ma : 9123.96,,,,current,9123.96,9.12396,,0:01:10.400
16:12:23.077 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:10.500
16:12:23.171 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:10.600
16:12:23.312 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:10.700
16:12:23.421 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:10.800
16:12:23.562 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:10.900
16:12:23.702 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:11.000
16:12:23.796 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:11.100
16:12:23.937 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:11.200
16:12:24.031 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:11.300
16:12:24.171 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:11.400
16:12:24.312 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:11.500
16:12:24.406 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:11.600
16:12:24.515 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:11.700
16:12:24.656 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:11.800
16:12:24.797 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:11.900
16:12:24.891 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:12.000
16:12:25.000 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:12.100
16:12:25.141 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:12.200
16:12:25.281 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:12.300
16:12:25.375 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:12.400
16:12:25.516 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:12.500
16:12:25.609 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:12.600
16:12:25.750 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:12.700
16:12:25.844 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:12.800
16:12:25.984 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:12.900
16:12:26.125 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:13.000
16:12:26.220 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:13.100
16:12:26.360 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:13.200
16:12:26.485 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:13.300
16:12:26.579 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:13.400
16:12:26.720 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:13.500
16:12:26.813 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:13.600
16:12:26.971 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:13.700
16:12:27.064 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:13.800
16:12:27.205 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:13.900
16:12:27.298 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:14.000
16:12:27.439 -> The value of current in ma : 9123.96,,,,current,9123.96,9.12396,,0:01:14.100
16:12:27.580 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:14.200
16:12:27.674 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:14.300
16:12:27.814 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:14.400
16:12:27.908 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:14.500
16:12:28.064 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:14.600
16:12:28.158 -> The value of current in ma : 9147.00,,,,current,9147,9.147,,0:01:14.700
16:12:28.299 -> The value of current in ma : 9147.00,,,,current,9147,9.147,,0:01:14.800
16:12:28.393 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:14.900
16:12:28.533 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:15.000
16:12:28.627 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:15.100
16:12:28.767 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:15.200
16:12:28.908 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:15.300
16:12:29.002 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:15.400
16:12:29.143 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:15.500
16:12:29.237 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:15.600
16:12:29.393 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:15.700
16:12:29.487 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:15.800
16:12:29.627 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:15.900
16:12:29.721 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:16.000
16:12:29.862 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:16.100
16:12:30.002 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:16.200
16:12:30.096 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:16.300
16:12:30.237 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:16.400
16:12:30.331 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:16.500
16:12:30.472 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:16.600
16:12:30.581 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:16.700
16:12:30.722 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:16.800
16:12:30.816 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:16.900
16:12:30.957 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:17.000
16:12:31.097 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:17.100
16:12:31.191 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:17.200
16:12:31.332 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:17.300
16:12:31.441 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:17.400
16:12:31.582 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:17.500
16:12:31.675 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:17.600
16:12:31.816 -> The value of current in ma : 9123.96,,,,current,9123.96,9.12396,,0:01:17.700
16:12:31.910 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:17.800
16:12:32.082 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:17.900
16:12:32.176 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:18.000
16:12:32.269 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:18.100
16:12:32.426 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:18.200
16:12:32.519 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:18.300
16:12:32.660 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:18.400
16:12:32.754 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:18.500
16:12:32.894 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:18.600
16:12:32.989 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:18.700
16:12:33.129 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:18.800
16:12:33.270 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:18.900
16:12:33.364 -> The value of current in ma : 9123.96,,,,current,9123.96,9.12396,,0:01:19.000
16:12:33.504 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:19.100
16:12:33.598 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:19.200
16:12:33.739 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:19.300
16:12:33.879 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:19.400
16:12:33.973 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:19.500
16:12:34.083 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:19.600
16:12:34.223 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:19.700
16:12:34.317 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:19.800
16:12:34.489 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:19.900
16:12:34.599 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:20.000
16:12:34.692 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:20.100
16:12:34.833 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:20.200
16:12:34.974 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:20.300
16:12:35.083 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:20.400
16:12:35.177 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:20.500
16:12:35.317 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:20.600
16:12:35.458 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:20.700
16:12:35.552 -> The value of current in ma : 9123.96,,,,current,9123.96,9.12396,,0:01:20.800
16:12:35.661 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:20.900
16:12:35.802 -> The value of current in ma : 9123.96,,,,current,9123.96,9.12396,,0:01:21.000
16:12:35.912 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:21.100
16:12:36.052 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:21.200
16:12:36.146 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:21.300
16:12:36.287 -> The value of current in ma : 9147.00,,,,current,9147,9.147,,0:01:21.400
16:12:36.381 -> The value of current in ma : 9147.00,,,,current,9147,9.147,,0:01:21.500
16:12:36.521 -> The value of current in ma : 9147.00,,,,current,9147,9.147,,0:01:21.600
16:12:36.662 -> The value of current in ma : 9147.00,,,,current,9147,9.147,,0:01:21.700
16:12:36.756 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:21.800
16:12:36.912 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:21.900
16:12:37.009 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:22.000
16:12:37.147 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:22.100
16:12:37.241 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:22.200
16:12:37.381 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:22.300
16:12:37.475 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:22.400
16:12:37.616 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:22.500
16:12:37.756 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:22.600
16:12:37.850 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:22.700
16:12:37.991 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:22.800
16:12:38.084 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:22.900
16:12:38.225 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:23.000
16:12:38.366 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:23.100
16:12:38.460 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:23.200
16:12:38.600 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:23.300
16:12:38.694 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:23.400
16:12:38.835 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:23.500
16:12:38.928 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:23.600
16:12:39.069 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:23.700
16:12:39.210 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:23.800
16:12:39.303 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:23.900
16:12:39.444 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:24.000
16:12:39.538 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:24.100
16:12:39.678 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:24.200
16:12:39.788 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:24.300
16:12:39.929 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:24.400
16:12:40.023 -> The value of current in ma : 9147.00,,,,current,9147,9.147,,0:01:24.500
16:12:40.163 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:24.600
16:12:40.304 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:24.700
16:12:40.398 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:24.800
16:12:40.538 -> The value of current in ma : 8939.64,,,,current,8939.64,8.93964,,0:01:24.900
16:12:40.663 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:25.000
16:12:40.757 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:25.100
16:12:40.898 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:25.200
16:12:40.992 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:25.300
16:12:41.132 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:25.400
16:12:41.227 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:25.500
16:12:41.367 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:25.600
16:12:41.477 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:25.700
16:12:41.617 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:25.800
16:12:41.727 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:25.900
16:12:41.867 -> The value of current in ma : 9123.96,,,,current,9123.96,9.12396,,0:01:26.000
16:12:41.961 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:26.100
16:12:42.102 -> The value of current in ma : 8962.68,,,,current,8962.68,8.96268,,0:01:26.200
16:12:42.212 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:26.300
16:12:42.353 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:26.400
16:12:42.446 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:26.500
16:12:42.588 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:26.600
16:12:42.728 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:26.700
16:12:42.822 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:26.800
16:12:42.963 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:26.900
16:12:43.056 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:27.000
16:12:43.197 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:27.100
16:12:43.291 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:27.200
16:12:43.447 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:27.300
