test,max0,max1,max2,max3,max4,max5,max6,max7,max8,max9,max10,max11,max12,max13,max14,max15,max16,max17,max18,max19,max20,max21,max22,max23,max24,max25,max26,max27,max28,max29
365,7.92586,6.186,6.152,6.359,6.307,6.186,6.532,6.325,6.255,6.463,6.584,6.204,6.705,6.808,6.325,6.221,6.221,6.238,6.515,6.601,6.117,6.342,6.29,6.428,6.446,6.117,6.428,6.152,6.238,6.325
366,7.97194,6.169,6.134,6.29,6.307,6.186,6.532,6.325,6.238,6.411,6.584,6.221,6.722,6.808,6.325,6.255,6.255,6.238,6.515,6.584,6.134,6.342,6.255,6.411,6.497,6.1,6.48,6.169,6.238,6.307
367,7.9489,6.186,6.134,6.273,6.325,6.186,6.532,6.359,6.273,6.463,6.601,6.238,6.705,6.826,6.307,6.238,6.204,6.238,6.549,6.618,6.152,6.307,6.255,6.394,6.48,6.1,6.446,6.152,6.255,6.325
368,7.90282,6.169,6.152,6.255,6.325,6.186,6.532,6.325,6.255,6.428,6.584,6.204,6.687,6.808,6.325,6.221,6.204,6.273,6.532,6.566,6.169,6.307,6.255,6.411,6.48,6.1,6.463,6.186,6.238,6.307
369,7.8337,6.186,6.117,6.273,6.342,6.186,6.532,6.342,6.307,6.428,6.601,6.221,6.722,6.86,6.307,6.238,6.221,6.221,6.532,6.601,6.152,6.307,6.255,6.376,6.48,6.117,6.463,6.152,6.221,6.325
370,7.85674,6.169,6.117,6.307,6.307,6.186,6.515,6.359,6.255,6.428,6.566,6.204,6.705,6.826,6.325,6.238,6.186,6.204,6.566,6.601,6.152,6.29,6.273,6.411,6.463,6.117,6.446,6.152,6.255,6.325
371,7.87978,6.169,6.134,6.325,6.325,6.186,6.532,6.342,6.29,6.411,6.566,6.221,6.687,6.808,6.325,6.255,6.204,6.204,6.549,6.601,6.117,6.273,6.255,6.394,6.463,6.117,6.428,6.152,6.255,6.325
372,7.87978,6.186,6.1,6.221,6.307,6.169,6.515,6.342,6.273,6.446,6.584,6.221,6.705,6.808,6.325,6.221,6.221,6.221,6.515,6.601,6.134,6.29,6.255,6.411,6.463,6.117,6.463,6.186,6.221,6.359
373,7.90282,6.186,6.117,6.342,6.325,6.169,6.515,6.325,6.255,6.428,6.566,6.238,6.722,6.808,6.29,6.238,6.204,6.221,6.532,6.636,6.134,6.29,6.29,6.394,6.446,6.134,6.463,6.204,6.204,6.325
374,7.92586,6.186,6.083,6.359,6.359,6.186,6.549,6.325,6.29,6.428,6.566,6.186,6.687,6.808,6.307,6.221,6.204,6.221,6.532,6.636,6.134,6.29,6.255,6.411,6.463,6.134,6.497,6.152,6.221,6.325
375,7.92586,6.169,6.134,6.325,6.342,6.169,6.532,6.325,6.29,6.428,6.601,6.221,6.739,6.843,6.325,6.204,6.186,6.221,6.532,6.636,6.152,6.325,6.255,6.394,6.446,6.117,6.48,6.152,6.221,6.307
376,7.90282,6.169,6.117,6.29,6.307,6.204,6.549,6.359,6.255,6.446,6.601,6.204,6.705,6.826,6.307,6.221,6.221,6.204,6.497,6.601,6.152,6.29,6.273,6.376,6.463,6.152,6.463,6.134,6.221,6.342
377,7.90282,6.186,6.117,6.325,6.307,6.152,6.584,6.359,6.29,6.446,6.584,6.204,6.722,6.826,6.307,6.221,6.204,6.221,6.532,6.636,6.134,6.29,6.273,6.376,6.446,6.117,6.497,6.152,6.221,6.325
378,7.92586,6.186,6.1,6.325,6.307,6.169,6.515,6.359,6.307,6.48,6.584,6.186,6.722,6.808,6.307,6.238,6.204,6.204,6.532,6.601,6.134,6.273,6.273,6.376,6.428,6.134,6.446,6.169,6.238,6.342
379,7.90282,6.152,6.1,6.307,6.307,6.169,6.549,6.359,6.255,6.428,6.584,6.221,6.722,6.808,6.342,6.204,6.221,6.221,6.515,6.67,6.134,6.255,6.255,6.394,6.428,6.117,6.463,6.169,6.238,6.325
380,7.92586,6.134,6.134,6.273,6.29,6.169,6.584,6.359,6.255,6.428,6.618,6.221,6.67,6.808,6.307,6.221,6.204,6.238,6.497,6.618,6.134,6.255,6.255,6.394,6.446,6.134,6.463,6.152,6.221,6.325
381,7.92586,6.152,6.134,6.307,6.307,6.186,6.618,6.325,6.255,6.428,6.601,6.186,6.705,6.808,6.29,6.238,6.221,6.221,6.463,6.601,6.134,6.29,6.238,6.376,6.446,6.134,6.463,6.186,6.221,6.342
382,7.92586,6.134,6.1,6.359,6.29,6.169,6.566,6.325,6.273,6.446,6.584,6.204,6.687,6.826,6.307,6.204,6.221,6.238,6.515,6.618,6.117,6.273,6.29,6.411,6.463,6.169,6.497,6.152,6.221,6.325
383,7.97194,6.117,6.1,6.376,6.325,6.169,6.532,6.325,6.273,6.446,6.636,6.221,6.722,6.791,6.307,6.221,6.169,6.238,6.515,6.653,6.117,6.255,6.238,6.394,6.428,6.117,6.48,6.152,6.221,6.325
384,7.87978,6.134,6.1,6.325,6.273,6.204,6.532,6.359,6.29,6.446,6.566,6.221,6.722,6.826,6.307,6.255,6.204,6.221,6.549,6.584,6.152,6.238,6.255,6.411,6.446,6.117,6.428,6.169,6.238,6.325
385,7.97194,6.169,6.117,6.307,6.307,6.186,6.515,6.342,6.273,6.446,6.566,6.204,6.722,6.843,6.307,6.238,6.186,6.204,6.532,6.566,6.134,6.221,6.255,6.394,6.463,6.134,6.48,6.169,6.238,6.307
386,7.99498,6.169,6.1,6.29,6.29,6.186,6.532,6.359,6.238,6.446,6.566,6.186,6.687,6.826,6.342,6.221,6.221,6.238,6.532,6.601,6.134,6.307,6.238,6.376,6.48,6.117,6.463,6.204,6.255,6.307
387,7.9489,6.169,6.117,6.307,6.307,6.169,6.515,6.342,6.255,6.446,6.584,6.204,6.722,6.808,6.342,6.221,6.238,6.238,6.532,6.636,6.083,6.307,6.273,6.411,6.497,6.1,6.463,6.255,6.238,6.307
388,7.92586,6.134,6.134,6.238,6.325,6.221,6.515,6.359,6.29,6.463,6.618,6.186,6.722,6.843,6.307,6.221,6.204,6.238,6.549,6.601,6.1,6.273,6.273,6.411,6.463,6.1,6.446,6.238,6.221,6.325
389,7.92586,6.152,6.117,6.238,6.307,6.186,6.532,6.325,6.255,6.428,6.584,6.186,6.705,6.826,6.342,6.221,6.169,6.221,6.515,6.636,6.083,6.238,6.238,6.411,6.463,6.134,6.463,6.221,6.221,6.307
390,7.85674,6.169,6.1,6.273,6.29,6.186,6.566,6.307,6.29,6.463,6.601,6.204,6.705,6.774,6.307,6.238,6.169,6.238,6.532,6.601,6.083,6.238,6.238,6.394,6.463,6.1,6.463,6.238,6.238,6.325
391,7.87978,6.169,6.117,6.255,6.29,6.186,6.48,6.342,6.273,6.411,6.601,6.221,6.722,6.826,6.307,6.221,6.204,6.238,6.515,6.636,6.1,6.255,6.238,6.411,6.463,6.134,6.446,6.221,6.221,6.325
392,7.97194,6.152,6.117,6.307,6.307,6.204,6.515,6.307,6.255,6.428,6.584,6.221,6.705,6.826,6.29,6.238,6.221,6.238,6.515,6.636,6.169,6.273,6.273,6.394,6.463,6.134,6.463,6.238,6.221,6.307
393,7.99498,6.186,6.117,6.325,6.29,6.186,6.549,6.307,6.29,6.446,6.601,6.221,6.722,6.843,6.325,6.221,6.186,6.29,6.515,6.618,6.117,6.342,6.238,6.411,6.463,6.152,6.463,6.221,6.221,6.325
394,7.90282,6.169,6.152,6.394,6.29,6.186,6.48,6.325,6.255,6.428,6.584,6.204,6.722,6.808,6.342,6.238,6.186,6.255,6.515,6.584,6.152,6.325,6.255,6.411,6.463,6.117,6.463,6.238,6.238,6.342
395,7.92586,6.169,6.117,6.325,6.307,6.169,6.497,6.325,6.255,6.428,6.584,6.221,6.705,6.808,6.325,6.255,6.186,6.255,6.497,6.584,6.134,6.307,6.255,6.411,6.463,6.152,6.497,6.221,6.238,6.307
396,7.90282,6.152,6.1,6.221,6.307,6.204,6.497,6.325,6.255,6.428,6.566,6.204,6.705,6.86,6.359,6.221,6.186,6.238,6.515,6.67,6.152,6.325,6.255,6.394,6.446,6.117,6.463,6.221,6.204,6.29
397,7.90282,6.152,6.117,6.29,6.29,6.186,6.532,6.325,6.273,6.428,6.566,6.204,6.705,6.826,6.307,6.221,6.186,6.221,6.515,6.618,6.186,6.342,6.255,6.376,6.446,6.134,6.446,6.238,6.204,6.307
398,7.8337,6.117,6.117,6.325,6.307,6.186,6.549,6.307,6.238,6.446,6.584,6.221,6.739,6.86,6.325,6.238,6.221,6.221,6.532,6.618,6.117,6.307,6.255,6.394,6.463,6.134,6.48,6.273,6.221,6.307
399,7.97194,6.152,6.1,6.273,6.307,6.186,6.497,6.325,6.29,6.446,6.584,6.186,6.705,6.826,6.325,6.238,6.186,6.221,6.532,6.636,6.152,6.307,6.255,6.394,6.446,6.134,6.48,6.238,6.221,6.29
400,7.90282,6.152,6.1,6.29,6.307,6.169,6.515,6.29,6.255,6.446,6.601,6.221,6.705,6.843,6.325,6.221,6.204,6.255,6.532,6.618,6.117,6.255,6.255,6.411,6.48,6.117,6.463,6.221,6.238,6.307
401,7.90282,6.152,6.1,6.325,6.307,6.169,6.497,6.325,6.238,6.48,6.601,6.204,6.687,6.791,6.342,6.255,6.186,6.273,6.515,6.636,6.1,6.204,6.273,6.446,6.48,6.134,6.48,6.221,6.221,6.342
402,7.87978,6.169,6.117,6.325,6.29,6.186,6.566,6.307,6.255,6.463,6.584,6.204,6.705,6.808,6.325,6.221,6.186,6.238,6.497,6.636,6.1,6.221,6.255,6.394,6.48,6.117,6.446,6.221,6.238,6.29
403,7.97194,6.134,6.134,6.307,6.29,6.169,6.515,6.342,6.255,6.463,6.566,6.221,6.722,6.826,6.307,6.221,6.204,6.238,6.515,6.636,6.134,6.255,6.238,6.376,6.446,6.134,6.428,6.238,6.221,6.325
404,7.9489,6.152,6.117,6.342,6.273,6.169,6.515,6.307,6.29,6.463,6.618,6.204,6.705,6.826,6.307,6.238,6.204,6.273,6.515,6.636,6.152,6.255,6.238,6.376,6.463,6.169,6.446,6.255,6.221,6.325
405,7.90282,6.117,6.1,6.255,6.29,6.204,6.515,6.325,6.255,6.428,6.584,6.204,6.705,6.808,6.359,6.255,6.204,6.221,6.532,6.601,6.152,6.307,6.238,6.394,6.446,6.117,6.48,6.255,6.221,6.342
406,7.87978,6.134,6.1,6.29,6.29,6.169,6.463,6.342,6.255,6.446,6.618,6.221,6.705,6.808,6.307,6.238,6.186,6.238,6.515,6.618,6.134,6.29,6.273,6.359,6.463,6.117,6.428,6.255,6.238,6.342
407,7.92586,6.117,6.1,6.273,6.307,6.169,6.48,6.307,6.255,6.446,6.566,6.204,6.705,6.791,6.307,6.204,6.186,6.255,6.48,6.618,6.152,6.255,6.238,6.359,6.48,6.117,6.446,6.238,6.221,6.342
408,7.9489,6.152,6.1,6.238,6.273,6.169,6.463,6.325,6.255,6.446,6.601,6.186,6.739,6.826,6.325,6.238,6.186,6.221,6.497,6.687,6.134,6.221,6.273,6.376,6.48,6.083,6.446,6.238,6.221,6.29
409,7.92586,6.169,6.134,6.29,6.29,6.169,6.446,6.307,6.273,6.428,6.618,6.221,6.705,6.791,6.325,6.255,6.186,6.238,6.497,6.636,6.186,6.204,6.238,6.359,6.446,6.048,6.446,6.273,6.221,6.307
410,7.87978,6.186,6.1,6.29,6.29,6.169,6.428,6.307,6.273,6.446,6.601,6.186,6.722,6.808,6.359,6.204,6.186,6.221,6.497,6.636,6.134,6.273,6.255,6.411,6.48,6.031,6.428,6.273,6.204,6.342
411,7.85674,6.169,6.169,6.359,6.273,6.169,6.48,6.307,6.255,6.446,6.601,6.204,6.722,6.791,6.325,6.221,6.204,6.221,6.497,6.618,6.134,6.273,6.255,6.359,6.48,6.083,6.428,6.221,6.221,6.342
412,7.9489,6.186,6.134,6.342,6.29,6.186,6.48,6.325,6.255,6.428,6.601,6.186,6.687,6.791,6.325,6.204,6.204,6.238,6.515,6.601,6.169,6.273,6.255,6.359,6.446,6.117,6.428,6.238,6.204,6.325
413,7.87978,6.186,6.117,6.342,6.273,6.152,6.48,6.325,6.273,6.428,6.601,6.221,6.687,6.826,6.307,6.221,6.169,6.238,6.515,6.601,6.134,6.273,6.255,6.359,6.428,6.1,6.446,6.238,6.221,6.307
414,7.90282,6.169,6.117,6.342,6.29,6.186,6.48,6.342,6.273,6.446,6.601,6.186,6.687,6.791,6.307,6.221,6.169,6.221,6.549,6.584,6.134,6.273,6.238,6.359,6.446,6.134,6.463,6.221,6.238,6.342
415,7.90282,6.169,6.134,6.342,6.273,6.186,6.497,6.325,6.273,6.446,6.618,6.221,6.705,6.791,6.307,6.221,6.204,6.238,6.532,6.566,6.152,6.307,6.255,6.342,6.411,6.117,6.428,6.238,6.238,6.307
416,7.87978,6.186,6.134,6.307,6.273,6.169,6.515,6.307,6.238,6.463,6.566,6.238,6.705,6.808,6.325,6.221,6.169,6.221,6.48,6.601,6.152,6.307,6.255,6.342,6.411,6.134,6.463,6.255,6.221,6.342
417,7.90282,6.186,6.117,6.342,6.29,6.186,6.497,6.307,6.307,6.428,6.566,6.186,6.687,6.808,6.325,6.238,6.186,6.221,6.515,6.636,6.169,6.325,6.29,6.376,6.428,6.169,6.446,6.238,6.204,6.307
418,7.87978,6.204,6.117,6.307,6.273,6.186,6.532,6.325,6.255,6.411,6.601,6.186,6.687,6.808,6.342,6.204,6.169,6.221,6.497,6.601,6.152,6.29,6.255,6.359,6.428,6.1,6.428,6.238,6.238,6.307
419,7.90282,6.186,6.1,6.273,6.255,6.169,6.515,6.307,6.255,6.463,6.601,6.204,6.722,6.826,6.342,6.221,6.204,6.221,6.446,6.601,6.152,6.273,6.238,6.359,6.446,6.117,6.446,6.238,6.255,6.307
420,7.9489,6.152,6.117,6.273,6.255,6.169,6.532,6.307,6.255,6.428,6.636,6.186,6.705,6.808,6.307,6.238,6.152,6.221,6.463,6.566,6.152,6.273,6.273,6.359,6.446,6.117,6.446,6.238,6.221,6.29
421,7.85674,6.134,6.1,6.342,6.273,6.204,6.515,6.307,6.29,6.428,6.601,6.238,6.67,6.826,6.325,6.204,6.186,6.273,6.446,6.549,6.134,6.29,6.255,6.359,6.463,6.117,6.446,6.221,6.204,6.307
422,7.92586,6.152,6.1,6.325,6.273,6.152,6.497,6.307,6.255,6.428,6.584,6.186,6.722,6.826,6.325,6.204,6.152,6.238,6.48,6.601,6.152,6.273,6.29,6.376,6.463,6.117,6.428,6.255,6.186,6.325
423,7.90282,6.152,6.1,6.325,6.29,6.169,6.497,6.325,6.255,6.411,6.601,6.186,6.687,6.808,6.307,6.221,6.169,6.221,6.515,6.549,6.169,6.273,6.273,6.394,6.48,6.1,6.446,6.221,6.204,6.307
424,7.85674,6.186,6.117,6.359,6.273,6.169,6.497,6.307,6.273,6.428,6.601,6.204,6.705,6.826,6.307,6.221,6.152,6.238,6.497,6.584,6.169,6.255,6.255,6.376,6.446,6.117,6.446,6.221,6.204,6.325
425,7.85674,6.186,6.152,6.342,6.273,6.152,6.497,6.325,6.255,6.446,6.584,6.221,6.705,6.808,6.325,6.204,6.152,6.255,6.497,6.618,6.134,6.221,6.255,6.376,6.48,6.134,6.446,6.221,6.238,6.325
426,7.85674,6.186,6.152,6.376,6.255,6.169,6.48,6.307,6.273,6.428,6.601,6.204,6.705,6.826,6.307,6.204,6.186,6.238,6.463,6.584,6.152,6.238,6.29,6.376,6.463,6.134,6.446,6.221,6.221,6.325
427,7.90282,6.186,6.117,6.342,6.273,6.169,6.515,6.359,6.255,6.428,6.566,6.221,6.705,6.808,6.307,6.204,6.169,6.221,6.446,6.618,6.152,6.204,6.255,6.359,6.48,6.152,6.463,6.221,6.186,6.307
428,7.90282,6.186,6.117,6.325,6.273,6.134,6.532,6.307,6.255,6.428,6.584,6.204,6.722,6.791,6.342,6.186,6.186,6.221,6.428,6.566,6.152,6.221,6.273,6.359,6.446,6.117,6.411,6.221,6.221,6.307
429,7.85674,6.169,6.1,6.307,6.255,6.169,6.48,6.325,6.273,6.428,6.584,6.204,6.739,6.826,6.325,6.221,6.186,6.221,6.428,6.618,6.134,6.29,6.29,6.394,6.48,6.152,6.394,6.221,6.221,6.307
430,7.87978,6.169,6.1,6.325,6.273,6.169,6.48,6.342,6.307,6.446,6.618,6.186,6.722,6.808,6.325,6.204,6.204,6.221,6.428,6.618,6.169,6.325,6.273,6.376,6.463,6.1,6.411,6.238,6.221,6.307
431,7.92586,6.169,6.117,6.29,6.29,6.169,6.515,6.307,6.255,6.428,6.618,6.186,6.687,6.826,6.325,6.204,6.186,6.238,6.446,6.618,6.152,6.325,6.273,6.376,6.463,6.117,6.446,6.238,6.221,6.325
432,7.92586,6.186,6.134,6.307,6.29,6.186,6.497,6.325,6.255,6.446,6.618,6.186,6.705,6.808,6.325,6.221,6.169,6.221,6.446,6.601,6.169,6.359,6.273,6.376,6.446,6.134,6.411,6.238,6.221,6.325
433,7.90282,6.169,6.117,6.342,6.273,6.152,6.515,6.342,6.255,6.428,6.618,6.221,6.705,6.791,6.325,6.204,6.204,6.255,6.48,6.601,6.134,6.325,6.255,6.359,6.48,6.152,6.428,6.238,6.204,6.29
434,7.87978,6.169,6.1,6.359,6.255,6.169,6.48,6.307,6.238,6.446,6.584,6.204,6.705,6.808,6.325,6.238,6.186,6.221,6.446,6.601,6.152,6.325,6.273,6.376,6.446,6.134,6.411,6.238,6.221,6.273
435,7.85674,6.204,6.117,6.359,6.255,6.169,6.48,6.325,6.273,6.446,6.618,6.204,6.705,6.808,6.325,6.204,6.204,6.204,6.463,6.618,6.134,6.29,6.29,6.394,6.463,6.117,6.428,6.221,6.238,6.273
436,7.90282,6.169,6.117,6.394,6.255,6.169,6.497,6.325,6.238,6.446,6.584,6.186,6.687,6.791,6.307,6.186,6.186,6.221,6.463,6.636,6.134,6.273,6.273,6.359,6.463,6.117,6.446,6.238,6.204,6.29
437,7.87978,6.169,6.1,6.342,6.255,6.152,6.48,6.307,6.255,6.463,6.584,6.221,6.739,6.826,6.342,6.204,6.186,6.238,6.446,6.584,6.152,6.255,6.273,6.394,6.48,6.1,6.446,6.273,6.221,6.273
438,7.85674,6.169,6.117,6.342,6.273,6.152,6.515,6.307,0,6.428,6.618,6.221,6.687,6.791,6.307,6.204,6.204,6.204,6.446,6.601,6.152,6.255,6.255,6.376,6.463,6.117,6.411,6.221,6.221,6.29
439,7.9489,6.169,6.1,6.325,6.255,6.152,6.48,6.325,6.204,6.428,6.601,6.221,6.687,6.808,6.307,6.221,6.186,6.221,6.463,6.601,6.152,6.273,6.255,6.359,6.446,6.1,6.394,6.221,6.221,6.273
440,7.87978,6.204,6.117,6.325,6.273,6.169,6.48,6.307,6.204,6.446,6.584,6.221,6.687,6.808,6.325,6.221,6.221,6.238,6.446,6.601,6.134,6.29,6.29,6.394,6.446,6.1,6.48,6.221,6.204,6.273
441,7.87978,6.169,6.134,6.255,6.273,6.152,6.48,6.307,6.221,6.463,6.601,6.238,6.739,6.808,6.325,6.204,6.186,6.221,6.446,6.618,6.152,6.307,6.273,6.376,6.446,6.083,6.428,6.221,6.186,6.29
442,7.9489,6.186,6.117,6.238,6.255,6.169,6.463,6.325,6.238,6.428,6.618,6.204,6.722,6.843,6.342,6.204,6.169,6.204,6.428,6.584,6.134,6.273,6.255,6.359,6.446,6.117,6.428,6.221,6.221,6.29
443,7.90282,6.152,6.117,6.325,6.238,6.186,6.48,6.307,6.238,6.446,6.618,6.221,6.687,6.826,6.325,6.186,6.186,6.238,6.446,6.584,6.134,6.255,6.273,6.359,6.48,6.1,6.446,6.221,6.238,6.273
444,7.87978,6.204,6.1,6.359,6.273,6.204,6.463,6.307,6.204,6.463,6.618,6.204,6.687,6.808,6.342,6.186,6.204,6.204,6.446,6.601,6.152,6.238,6.273,6.342,6.446,6.117,6.446,6.255,6.204,6.29
445,7.87978,6.169,6.152,6.376,6.273,6.186,6.463,6.325,6.221,6.428,6.618,6.221,6.687,6.826,6.325,6.204,6.186,6.221,6.446,6.618,6.169,6.273,6.273,6.376,6.446,6.134,6.411,6.255,6.221,6.307
446,7.87978,6.169,6.117,6.325,6.273,6.152,6.48,6.307,6.204,6.463,6.653,6.221,6.705,6.791,6.325,6.204,6.169,6.221,6.428,6.601,6.134,6.29,6.29,6.376,6.463,6.117,6.446,6.221,6.204,6.325
447,7.92586,6.169,6.117,6.325,6.29,6.169,6.497,6.307,6.221,6.428,6.636,6.204,6.687,6.808,6.307,6.186,6.169,6.221,6.411,6.584,6.152,6.29,6.255,6.376,6.428,6.1,6.428,6.221,6.221,6.325
448,7.90282,6.186,6.1,6.307,6.255,6.186,6.48,6.307,6.204,6.428,6.636,6.221,6.705,6.808,6.325,6.204,6.169,6.221,6.394,6.601,6.134,6.307,6.29,6.359,6.446,6.134,6.411,6.238,6.221,6.325
449,7.90282,6.186,6.117,6.325,6.29,6.186,6.48,6.325,6.204,6.446,6.601,6.204,6.739,6.843,6.325,6.204,6.169,6.221,6.446,6.584,6.169,6.342,6.255,6.342,6.428,6.134,6.446,6.221,6.204,6.307
450,7.87978,6.186,6.117,6.221,6.273,6.134,6.497,6.307,6.204,6.463,6.618,6.204,6.722,6.791,6.307,6.204,6.169,6.204,6.446,6.601,6.169,6.325,6.255,6.342,6.411,6.169,6.411,6.255,6.204,6.29
451,7.85674,6.204,6.1,6.307,6.255,6.169,6.497,6.307,6.204,6.446,6.584,6.204,6.687,6.791,6.307,6.186,6.169,6.204,6.446,6.618,6.169,6.307,6.273,6.359,6.428,6.169,6.411,6.255,6.204,6.342
452,7.85674,6.169,6.117,6.29,6.255,6.186,6.48,6.29,6.221,6.428,6.566,6.204,6.722,6.791,6.325,6.204,6.204,6.221,6.446,6.584,6.186,6.29,6.255,6.359,6.411,6.117,6.446,6.238,6.221,6.29
453,7.9489,6.186,6.117,6.325,6.273,6.169,6.463,6.307,6.204,6.463,6.566,6.238,6.687,6.808,6.325,6.221,6.238,6.221,6.463,6.584,6.152,6.29,6.273,6.359,6.411,6.134,6.394,6.238,6.221,6.29
454,7.8337,6.204,6.117,6.342,6.255,6.152,6.463,6.325,6.204,6.428,6.584,6.204,6.687,6.843,6.307,6.186,6.117,6.238,6.463,6.584,6.152,6.273,6.29,6.376,6.411,6.152,6.446,6.221,6.255,6.325
455,7.90282,6.152,6.117,6.325,6.255,6.186,6.463,6.307,6.221,6.446,6.601,6.186,6.687,6.826,6.325,6.186,6.169,6.204,6.411,6.636,6.1,6.255,6.273,6.376,6.463,6.152,6.428,6.238,6.221,6.29
456,7.92586,6.169,6.117,6.359,6.255,6.152,6.48,6.307,6.204,6.463,6.601,6.204,6.687,6.774,6.325,6.186,6.152,6.221,6.428,6.618,6.117,6.204,6.273,6.376,6.428,6.117,6.394,6.238,6.221,6.307
457,7.8337,6.186,6.117,6.325,6.273,6.152,6.497,6.307,6.221,6.428,6.601,6.204,6.687,6.808,6.325,6.204,6.169,6.238,6.428,6.601,6.117,6.255,6.29,6.342,6.428,6.1,6.411,6.238,6.204,6.359
458,7.92586,6.186,6.134,6.325,6.29,6.169,6.463,6.307,6.238,6.446,6.566,6.169,6.705,6.808,6.325,6.204,6.186,6.221,6.463,6.584,6.117,6.273,6.29,6.359,6.463,6.134,6.411,6.221,6.204,6.307
459,7.87978,6.186,6.134,6.273,6.273,6.169,6.463,6.307,6.204,6.463,6.566,6.186,6.705,6.808,6.325,6.204,6.186,6.221,6.463,6.601,6.152,6.238,6.29,6.376,6.463,6.134,6.463,6.221,6.204,6.325
460,7.87978,6.186,6.117,6.273,6.29,6.152,6.446,6.307,6.221,6.463,6.584,6.204,6.739,6.808,6.325,6.204,6.169,6.221,6.428,6.618,6.134,6.255,6.273,6.376,6.446,6.117,6.411,6.204,6.238,6.29
461,7.85674,6.204,6.117,6.29,6.273,6.169,6.463,6.307,6.238,6.48,6.601,6.186,6.67,6.791,6.325,6.186,6.169,6.221,6.428,6.584,6.134,6.273,6.273,6.376,6.463,6.134,6.411,6.255,6.186,6.307
462,7.87978,6.169,6.1,6.273,6.273,6.134,6.411,6.342,6.238,6.463,6.566,6.186,6.687,6.86,6.325,6.186,6.169,6.204,6.411,6.601,6.152,6.238,6.255,6.359,6.446,6.152,6.428,6.204,6.186,6.29
463,7.87978,6.169,6.1,6.273,6.273,6.152,6.446,6.307,6.204,6.411,6.566,6.204,6.705,6.826,6.325,6.238,6.169,6.221,6.428,6.566,6.134,6.255,6.29,6.342,6.446,6.134,6.411,6.238,6.204,6.307
464,7.85674,6.204,6.1,6.307,6.273,6.152,6.428,6.307,6.221,6.428,6.566,6.186,6.687,6.791,6.325,6.221,6.152,6.238,6.411,6.601,6.134,6.221,6.29,6.359,6.446,6.117,6.411,6.238,6.204,6.307
465,7.92586,6.169,6.117,6.359,6.273,6.169,6.428,6.29,6.221,6.446,6.566,6.169,6.687,6.826,6.342,6.204,6.169,6.238,6.446,6.618,6.134,6.238,6.29,6.394,6.428,6.117,6.411,6.255,6.186,6.325
466,7.90282,6.204,6.117,6.359,6.307,6.134,6.463,6.29,6.221,6.446,6.584,6.169,6.67,6.826,6.325,6.186,6.169,6.238,6.48,6.618,6.134,6.307,6.273,6.376,6.463,6.152,6.394,6.238,6.186,6.325
467,7.90282,6.186,6.152,6.29,6.273,6.152,6.497,6.307,6.204,6.428,6.584,6.204,6.722,6.808,6.325,6.204,6.169,6.221,6.497,6.601,6.134,6.307,6.307,6.359,6.428,6.134,6.428,6.238,6.186,6.307
468,7.87978,6.186,6.117,6.342,6.273,6.152,6.463,6.29,6.204,6.463,6.566,6.186,6.705,6.791,6.359,6.204,6.169,6.238,6.48,6.584,6.152,6.307,6.273,6.376,6.446,6.134,6.428,6.204,6.186,6.29
469,7.87978,6.169,6.1,6.307,6.238,6.169,6.48,6.307,6.204,6.446,6.584,6.204,6.705,6.808,6.359,6.204,6.152,6.255,6.446,6.601,6.117,6.307,6.29,6.376,6.446,6.134,6.411,6.238,6.221,6.307
470,7.87978,6.134,6.1,6.342,6.255,6.186,6.48,6.29,6.204,6.446,6.566,6.186,6.705,6.791,6.325,6.169,6.169,6.221,6.463,6.618,6.134,6.238,6.29,6.376,6.446,6.134,6.428,6.238,6.186,6.307
471,7.87978,6.152,6.1,6.255,6.238,6.186,6.515,6.307,6.238,6.446,6.566,6.204,6.705,6.826,6.325,6.204,6.186,6.238,6.463,6.601,6.169,6.204,6.238,6.376,6.463,6.134,6.394,6.238,6.221,6.29
472,7.85674,6.238,6.117,6.255,6.255,6.169,6.463,6.325,6.221,6.446,6.566,6.204,6.705,6.808,6.342,6.221,6.186,6.238,6.463,6.584,6.152,6.238,6.29,6.359,6.497,6.134,6.446,6.238,6.204,6.307
473,7.85674,6.169,6.1,6.325,6.255,6.169,6.497,6.273,6.221,6.463,6.566,6.186,6.705,6.86,6.307,6.204,6.186,6.221,6.463,6.584,6.169,6.255,6.273,6.359,6.446,6.134,6.411,6.273,6.204,6.29
474,7.81066,6.169,6.1,6.325,6.273,6.169,6.446,6.29,6.204,6.428,6.584,6.186,6.705,6.808,6.325,6.186,6.204,6.238,6.463,6.566,6.134,6.255,6.255,6.359,6.463,6.134,6.394,6.186,6.204,6.29
475,7.85674,6.169,6.1,6.342,6.255,6.169,6.428,6.29,6.204,6.428,6.584,6.186,6.687,6.826,6.325,6.169,6.169,6.255,6.497,6.601,6.152,6.273,6.325,6.376,6.428,6.134,6.411,6.221,6.204,6.307
476,7.87978,6.169,6.134,6.342,6.255,6.134,6.48,6.29,6.204,6.446,6.584,6.186,6.705,6.808,6.342,6.204,6.186,6.238,6.463,6.584,6.169,6.238,6.273,6.359,6.446,6.134,6.359,6.238,6.186,6.325
477,7.92586,6.169,6.117,6.325,6.273,6.204,6.497,6.307,6.204,6.428,6.584,6.186,6.722,6.826,6.325,6.186,6.204,6.238,6.463,6.618,6.134,6.204,6.238,6.376,6.394,6.152,6.394,6.204,6.221,6.307
