I_mean,I_max,I_min,I_rms,I_std_dev,I_skewness,I_crest_factor,I_form_factor,fault_type
6.242857143,6.255,6.204,6.242875093,0.01553585,-1.367804137,1.001942199,1.000002875,17
6.2455,6.307,6.204,6.245563368,0.029196285,0.76639224,1.009836844,1.000010146,17
6.234357143,6.273,6.186,6.234395142,0.022588653,-0.497301973,1.006192238,1.000006095,17
6.249142857,6.29,6.221,6.249175591,0.020990317,0.2459476,1.006532767,1.000005238,17
6.243214286,6.273,6.204,6.243273598,0.02824121,-0.269787894,1.004761349,1.0000095,17
6.249142857,6.29,6.221,6.249175591,0.020990317,0.2459476,1.006532767,1.000005238,17
6.2505,6.273,6.221,6.250532406,0.020887059,-0.252614881,1.003594509,1.000005185,17
6.238,6.255,6.221,6.238013237,0.013335897,0,1.002723105,1.000002122,17
6.245571429,6.273,6.221,6.245604775,0.021179505,0.218590678,1.004386321,1.000005339,17
6.248928571,6.255,6.221,6.248937184,0.010766503,-1.687120127,1.000970216,1.000001378,17
6.247857143,6.29,6.186,6.247910999,0.02692113,-0.431446338,1.006736492,1.00000862,17
6.252857143,6.29,6.221,6.25288418,0.01908224,0.349635966,1.005935792,1.000004324,17
6.249214286,6.29,6.221,6.249243983,0.019992993,0.838506656,1.006521752,1.000004752,17
6.239285714,6.29,6.204,6.239317602,0.020700905,0.807171242,1.008123067,1.000005111,17
6.218357143,6.238,6.186,6.218384327,0.019081232,-0.919569447,1.003154465,1.000004372,17
6.254071429,6.307,6.186,6.25416158,0.034847943,-0.214331163,1.008448522,1.000014415,17
6.2455,6.29,6.221,6.245539843,0.023150843,0.425068273,1.007118705,1.000006379,17
6.244285714,6.273,6.221,6.244308529,0.017516711,0.751655681,1.00459482,1.000003654,17
6.236857143,6.273,6.204,6.236898806,0.023657353,-0.239480814,1.005788324,1.00000668,17
6.241785714,6.273,6.204,6.241813467,0.01931591,-0.055871744,1.00499639,1.000004446,17
6.246785714,6.273,6.221,6.246819116,0.021199342,0.029247541,1.004191074,1.000005347,17
6.251642857,6.273,6.221,6.251664218,0.016959713,-0.043270963,1.003412816,1.000003417,17
6.243071429,6.29,6.204,6.243117039,0.024764939,0.174510446,1.007509544,1.000007306,17
6.234357143,6.255,6.204,6.23437429,0.0151739,-0.278154565,1.003308385,1.00000275,17
6.246571429,6.273,6.221,6.246587423,0.014669247,-0.3784118,1.004228321,1.00000256,17
6.2405,6.273,6.204,6.240523049,0.017601355,-0.280239135,1.005204203,1.000003693,17
6.244285714,6.29,6.204,6.244348588,0.029079278,0.037033935,1.007310837,1.000010069,17
6.245642857,6.307,6.204,6.245723365,0.032909216,0.441472219,1.009810975,1.00001289,17
6.244214286,6.29,6.204,6.244250195,0.021976136,0.284101084,1.007326709,1.000005751,17
6.256642857,6.29,6.221,6.256682171,0.023017074,-0.134497839,1.005325159,1.000006283,17
6.244142857,6.273,6.204,6.244165025,0.017266496,-0.811245796,1.004617907,1.00000355,17
6.259142857,6.307,6.221,6.259191287,0.025551929,0.068911852,1.007638161,1.000007738,17
6.235642857,6.273,6.204,6.23566598,0.017622569,0.36858567,1.005987174,1.000003708,17
6.241714286,6.29,6.204,6.241748496,0.021445561,0.398452605,1.007730447,1.000005481,17
6.238071429,6.273,6.204,6.238101606,0.020135939,-0.297192657,1.005594393,1.000004838,17
6.2455,6.273,6.221,6.245529733,0.019999038,0.064288118,1.004398389,1.000004761,17
6.240428571,6.255,6.204,6.240447946,0.016137459,-0.950674045,1.002331892,1.000003105,17
6.236857143,6.273,6.186,6.23690641,0.025725944,-0.340728663,1.005787098,1.000007899,17
6.238285714,6.273,6.204,6.238340233,0.027065245,0.161141759,1.005555928,1.000008739,17
6.239285714,6.29,6.186,6.239348363,0.029015721,-0.232323241,1.008118097,1.000010041,17
6.236785714,6.255,6.204,6.2368038,0.015586871,-0.541766491,1.002917552,1.0000029,17
6.235642857,6.273,6.186,6.235686828,0.024301336,-0.094580566,1.005983811,1.000007052,17
6.235642857,6.273,6.204,6.23566929,0.018841881,-0.039088064,1.00598664,1.000004239,17
6.236928571,6.29,6.204,6.236974146,0.024743186,0.714757046,1.008501856,1.000007307,17
6.235571429,6.255,6.204,6.235594129,0.017460788,-0.669356958,1.003112113,1.00000364,17
6.239357143,6.29,6.204,6.239399336,0.023812108,0.497367863,1.008109861,1.000006762,17
6.233142857,6.273,6.186,6.233185003,0.023787059,-0.417672934,1.006387585,1.000006762,17
6.247928571,6.273,6.204,6.247961513,0.021054743,-0.734421024,1.004007465,1.000005272,17
6.239214286,6.255,6.204,6.239235673,0.016953232,-0.703593069,1.002526644,1.000003428,17
6.250357143,6.29,6.221,6.250396039,0.022883004,0.413033789,1.006336232,1.000006223,17
6.238142857,6.29,6.204,6.23818355,0.023382627,0.887256685,1.008306336,1.000006523,17
6.246642857,6.307,6.221,6.246682668,0.023143722,1.351688374,1.009655898,1.000006373,17
6.235571429,6.255,6.204,6.23559744,0.018690657,-0.487847047,1.00311158,1.000004171,17
6.243071429,6.29,6.204,6.243117039,0.024764939,0.348686991,1.007509544,1.000007306,17
6.245571429,6.29,6.204,6.2456248,0.026794702,-0.10515393,1.007105006,1.000008545,17
6.252857143,6.307,6.221,6.252900881,0.024270454,0.500497533,1.008651843,1.000006995,17
6.238,6.29,6.186,6.238047508,0.025264752,-0.164042483,1.008328326,1.000007616,17
6.243,6.273,6.204,6.243035159,0.021743257,-0.58620535,1.004799723,1.000005632,17
6.238142857,6.29,6.204,6.238193477,0.026079338,0.337446376,1.008304732,1.000008115,17
6.235714286,6.273,6.204,6.235757693,0.024145165,0.127346959,1.005972379,1.000006961,17
6.235571429,6.255,6.204,6.235587508,0.014695443,-0.527374372,1.003113178,1.000002579,17
6.227071429,6.255,6.204,6.227096646,0.018390902,0.42963681,1.004480957,1.00000405,17
6.235714286,6.273,6.204,6.235747761,0.021203877,0.631092388,1.005973981,1.000005368,17
6.228214286,6.255,6.186,6.228240333,0.018692568,-0.662024988,1.004296505,1.000004182,17
6.229428571,6.273,6.186,6.229478928,0.025993237,-0.244678257,1.00698631,1.000008084,17
6.224571429,6.255,6.186,6.224602305,0.02034591,-0.502169525,1.004883476,1.00000496,17
6.230785714,6.273,6.186,6.230829302,0.024185751,0.324210921,1.006768072,1.000006995,17
6.219642857,6.255,6.186,6.219671713,0.019661001,-0.248424973,1.005680089,1.000004639,17
6.238214286,6.29,6.204,6.238268607,0.027016173,0.577606265,1.008292588,1.000008708,17
6.230785714,6.273,6.204,6.230815064,0.01984625,0.696772366,1.006770372,1.00000471,17
6.218428571,6.238,6.186,6.218455389,0.018952224,-0.522909487,1.003143001,1.000004313,17
6.222071429,6.255,6.186,6.222106964,0.021822586,-0.191237416,1.005286479,1.000005711,17
6.218357143,6.29,6.186,6.218422027,0.029479086,1.002405253,1.011510633,1.000010434,17
6.229428571,6.255,6.186,6.229468001,0.023000717,-0.464861164,1.004098584,1.00000633,17
6.223285714,6.255,6.186,6.22331594,0.020128161,-0.69416169,1.005091186,1.000004857,17
6.235642857,6.29,6.204,6.235682727,0.023140398,0.984797859,1.008710718,1.000006394,17
6.220928571,6.273,6.186,6.220973092,0.024424024,0.559973049,1.008363146,1.000007157,17
6.216,6.255,6.186,6.216035312,0.021743257,0.328853292,1.006268415,1.000005681,17
6.229642857,6.29,6.204,6.229689599,0.025043369,1.420892403,1.009681125,1.000007503,17
6.223285714,6.273,6.186,6.22334678,0.028609919,0.085730974,1.00797854,1.000009812,17
6.221,6.307,6.169,6.22106462,0.029425264,1.710569375,1.013813613,1.000010387,17
6.227071429,6.255,6.204,6.227096646,0.018390902,0.004339766,1.004480957,1.00000405,17
6.224642857,6.255,6.204,6.22466998,0.019069134,0.657914071,1.004872551,1.000004357,17
6.220785714,6.255,6.186,6.220830038,0.024369522,-0.218447762,1.00549283,1.000007125,17
6.218571429,6.238,6.204,6.218584233,0.013095591,0.264437317,1.003122217,1.000002059,17
6.216,6.255,6.186,6.216035312,0.021743257,0.58620535,1.006268415,1.000005681,17
6.224642857,6.273,6.186,6.224694181,0.026231535,0.485058727,1.007760352,1.000008245,17
6.217357143,6.255,6.204,6.217377657,0.016574341,1.073112155,1.006051159,1.000003299,17
6.2025,6.221,6.169,6.202525977,0.018628968,-0.7287798,1.002978468,1.000004188,17
6.215928571,6.255,6.186,6.215964222,0.021847247,0.059457328,1.006279923,1.000005735,17
6.207357143,6.238,6.186,6.207378657,0.016959713,0.043270963,1.004933056,1.000003466,17
6.213571429,6.238,6.169,6.213611361,0.023117474,-0.876403736,1.003925035,1.000006427,17
6.213571429,6.238,6.186,6.213594359,0.017517966,-0.015519002,1.003927782,1.00000369,17
6.215928571,6.255,6.186,6.215957581,0.019707337,-0.125214185,1.006280998,1.000004667,17
6.212357143,6.255,6.186,6.212386814,0.019925272,0.815117773,1.00685939,1.000004776,17
6.214714286,6.255,6.186,6.214747173,0.020981415,0.166727445,1.006476985,1.000005292,17
6.204928571,6.255,6.152,6.204995159,0.029831486,-0.354788245,1.008058804,1.000010731,17
6.209928571,6.255,6.169,6.209957919,0.019812445,0.171160399,1.007253202,1.000004726,17
6.218428571,6.273,6.186,6.218476295,0.025282144,0.614839424,1.008768017,1.000007675,17
6.216,6.238,6.186,6.216025349,0.018422394,-0.255783726,1.003535161,1.000004078,17
6.212285714,6.255,6.169,6.212332493,0.025018235,0.312818635,1.006868194,1.00000753,17
6.211142857,6.238,6.186,6.211165741,0.017496624,0.430471841,1.004320326,1.000003684,17
6.220928571,6.29,6.169,6.220993392,0.029470883,0.637536443,1.011092538,1.00001042,17
6.210928571,6.255,6.169,6.21098241,0.026837013,0.272932473,1.007087058,1.000008668,17
6.204928571,6.238,6.169,6.204961304,0.02091545,-0.484523004,1.005324561,1.000005275,17
6.208428571,6.255,6.186,6.208481399,0.026578517,0.887581414,1.00749275,1.000008509,17
6.207285714,6.255,6.152,6.207371631,0.033892201,-0.147780039,1.007672872,1.000013841,17
6.212285714,6.255,6.186,6.212322329,0.022133958,0.837398671,1.006869842,1.000005894,17
6.207428571,6.255,6.169,6.207460017,0.020504087,0.42667344,1.007658524,1.000005066,17
6.206142857,6.255,6.169,6.20617675,0.021285087,0.501905561,1.00786688,1.000005461,17
6.204785714,6.255,6.186,6.204825133,0.022952052,1.188442243,1.008086427,1.000006353,17
6.197642857,6.221,6.152,6.197669303,0.018788733,-1.274582858,1.003764431,1.000004267,17
6.211071429,6.238,6.186,6.211091272,0.016292822,-0.455676396,1.004332367,1.000003195,17
6.193928571,6.221,6.152,6.193982754,0.026885696,-0.704939191,1.004361854,1.000008748,17
6.209785714,6.255,6.169,6.209835545,0.025816448,0.526584343,1.007273052,1.000008025,17
6.2135,6.238,6.169,6.213533404,0.021143284,-0.804969666,1.00393763,1.000005376,17
6.201285714,6.238,6.152,6.201323131,0.022355273,-0.706246667,1.005914362,1.000006034,17
6.202428571,6.238,6.169,6.202464717,0.021974511,0.125475875,1.00572922,1.000005828,17
6.197357143,6.238,6.169,6.19741094,0.026797265,0.550963613,1.006549358,1.000008681,17
6.205,6.221,6.152,6.205029193,0.019752312,-1.60732688,1.002573849,1.000004705,17
6.201214286,6.255,6.152,6.201272041,0.027774306,0.116737853,1.008664022,1.000009314,17
6.203642857,6.238,6.152,6.203687504,0.024424474,-0.202030784,1.005530984,1.000007197,17
6.194928571,6.255,6.152,6.194982642,0.026859934,0.843465243,1.009688059,1.000008728,17
6.204857143,6.238,6.169,6.204893219,0.021957501,0.3432962,1.005335592,1.000005814,17
6.204714286,6.255,6.169,6.204760764,0.024922738,0.559030771,1.008096885,1.000007491,17
6.199857143,6.238,6.169,6.199895852,0.022735459,0.443189146,1.006145934,1.000006243,17
6.201071429,6.255,6.169,6.201125998,0.026997049,0.53972661,1.008687777,1.0000088,17
6.206142857,6.255,6.186,6.206173229,0.020148896,1.310760524,1.007867452,1.000004894,17
6.196285714,6.238,6.169,6.196316025,0.020112868,0.289299666,1.006727219,1.000004892,17
6.195,6.238,6.152,6.195033783,0.021231327,0,1.00693559,1.000005453,17
6.202428571,6.238,6.152,6.202464717,0.021974511,-0.63712664,1.00572922,1.000005828,17
6.197357143,6.238,6.169,6.197393894,0.022148475,0.776191214,1.006552126,1.00000593,17
6.198857143,6.221,6.169,6.198876188,0.015946339,-0.767564564,1.003569004,1.000003072,17
6.192642857,6.221,6.152,6.192676302,0.021120923,-0.504585803,1.004573741,1.000005401,17
6.201071429,6.273,6.169,6.201160669,0.034524159,0.840573785,1.01158482,1.000014391,17
6.206,6.255,6.186,6.206040801,0.023353471,0.976082839,1.007888959,1.000006575,17
6.194857143,6.221,6.169,6.19488426,0.019021676,0.427612484,1.004215695,1.000004377,17
6.201142857,6.255,6.169,6.201183746,0.023369464,0.699601391,1.008678384,1.000006594,17
6.1975,6.238,6.169,6.197533363,0.021103226,0.18858276,1.006529475,1.000005383,17
6.207428571,6.238,6.169,6.207453366,0.018206991,-0.52874734,1.004920961,1.000003994,17
6.220857143,6.255,6.186,6.220891117,0.021335623,-0.314945518,1.005482958,1.000005461,17
6.240571429,6.273,6.221,6.240598151,0.018952224,0.522909487,1.005192106,1.000004282,17
6.206142857,6.238,6.169,6.206173424,0.020213694,-0.014217942,1.005128212,1.000004925,17
6.188857143,6.238,6.152,6.18890498,0.025252135,0.234538151,1.007932747,1.00000773,17
6.218285714,6.307,6.169,6.218408972,0.040630471,1.062941419,1.014246575,1.000019822,17
6.212285714,6.238,6.186,6.212309037,0.017665388,-0.296536497,1.004135493,1.000003754,17
6.197428571,6.238,6.169,6.197451677,0.017561822,0.817940976,1.006542741,1.000003728,17
6.211071429,6.238,6.186,6.211097919,0.01882496,0.167776157,1.004331292,1.000004265,17
6.209857143,6.238,6.186,6.20988324,0.018683012,0.381118994,1.004527744,1.000004203,17
6.222142857,6.255,6.186,6.222171348,0.019540322,0.165759376,1.005276076,1.000004579,17
6.217142857,6.255,6.186,6.217181033,0.022609927,-0.05205389,1.006082977,1.00000614,17
6.212285714,6.255,6.169,6.212325847,0.023173023,-0.036895971,1.006869272,1.00000646,17
6.235642857,6.273,6.186,6.235690138,0.025199533,-0.22722025,1.005983277,1.000007582,17
6.247785714,6.273,6.221,6.247801573,0.014608631,-0.639423973,1.004033167,1.000002538,17
6.239285714,6.273,6.186,6.239349153,0.029198073,-0.79292676,1.005393326,1.000010168,17
6.206142857,6.238,6.169,6.206183598,0.023336525,-0.108225468,1.005126565,1.000006565,17
6.198714286,6.238,6.134,6.198764577,0.025912363,-1.077229218,1.006329555,1.000008113,17
6.183785714,6.221,6.152,6.18382991,0.024261963,0.325958931,1.006010853,1.000007147,17
6.188785714,6.238,6.152,6.18884025,0.026962021,0.577307736,1.007943289,1.000008812,17
6.202428571,6.238,6.169,6.202464717,0.021974511,0.125475875,1.00572922,1.000005828,17
6.206214286,6.238,6.169,6.206237974,0.017794461,-0.367597707,1.005117758,1.000003817,17
6.191285714,6.221,6.152,6.191308205,0.01731797,-0.623317385,1.004795722,1.000003633,17
6.193642857,6.221,6.169,6.19365954,0.014918276,0.695903575,1.004414266,1.000002694,17
6.199928571,6.238,6.169,6.199960466,0.020637771,0.138234798,1.006135448,1.000005144,17
6.196285714,6.221,6.169,6.196305835,0.016386808,-0.245482311,1.003985304,1.000003247,17
6.201214286,6.273,6.152,6.201293005,0.032425485,0.88644475,1.011563233,1.000012694,17
6.195071429,6.273,6.152,6.195153538,0.033099998,0.775107589,1.012565703,1.000013254,17
6.194928571,6.238,6.152,6.194975977,0.025150208,0.351086241,1.006944986,1.000007652,17
6.203642857,6.238,6.169,6.20367067,0.019277756,-0.025930877,1.005533712,1.000004483,17
6.196357143,6.221,6.152,6.196390868,0.021215405,-0.778863679,1.003971527,1.000005443,17
6.193714286,6.255,6.152,6.193788721,0.031511728,0.48185845,1.009882688,1.000012018,17
6.202428571,6.238,6.186,6.202447685,0.015979382,0.784628092,1.005731981,1.000003082,17
6.193714286,6.238,6.169,6.193744609,0.020112868,0.70526687,1.007145175,1.000004896,17
6.192428571,6.238,6.152,6.192482228,0.026751605,0.323875118,1.007350489,1.000008665,17
6.191142857,6.238,6.152,6.191185658,0.023890317,0.838310913,1.00756145,1.000006913,17
6.196214286,6.238,6.152,6.196261563,0.025118729,0.181347697,1.006736068,1.00000763,17
6.193928571,6.221,6.152,6.193955504,0.018955268,-1.023557202,1.004366272,1.000004348,17
6.197428571,6.221,6.169,6.197448346,0.016246724,0.177733902,1.003800218,1.000003191,17
6.206142857,6.238,6.186,6.206166576,0.017806037,0.61156254,1.005129322,1.000003822,17
6.204857143,6.255,6.169,6.204906722,0.02574089,0.477599409,1.008073172,1.00000799,17
6.199928571,6.238,6.169,6.199967321,0.02274766,-0.030919947,1.006134335,1.00000625,17
6.199928571,6.221,6.169,6.199950282,0.017026966,-0.098232704,1.003395143,1.000003502,17
6.206071429,6.255,6.169,6.206119048,0.025229605,0.205722923,1.007876251,1.000007673,17
6.206071429,6.255,6.152,6.206139201,0.030098465,0.132124758,1.007872978,1.00001092,17
6.198714286,6.255,6.152,6.198760452,0.024826873,0.379992863,1.009072709,1.000007448,17
6.206142857,6.255,6.169,6.20617675,0.021285087,0.501905561,1.00786688,1.000005461,17
6.206071429,6.238,6.169,6.206115722,0.024332518,-0.115556484,1.005137558,1.000007137,17
6.206142857,6.255,6.169,6.206186729,0.024216514,1.015489365,1.00786526,1.000007069,17
6.199857143,6.238,6.169,6.199895852,0.022735459,0.443189146,1.006145934,1.000006243,17
6.211,6.255,6.169,6.211057076,0.0276322,0.057832,1.007074951,1.000009189,17
6.208714286,6.238,6.186,6.208732847,0.015754992,0.680786347,1.004713869,1.00000299,17
6.192571429,6.221,6.169,6.192591219,0.016246724,-0.177733902,1.004587543,1.000003196,17
6.206,6.255,6.169,6.206067998,0.030148351,0.334758508,1.007884542,1.000010957,17
6.204857143,6.238,6.169,6.204903591,0.0249148,-0.335835081,1.005333912,1.000007486,17
6.211142857,6.273,6.169,6.211200356,0.027734614,0.466486128,1.00994971,1.000009257,17
6.206214286,6.238,6.186,6.206231126,0.015003479,0.450548422,1.005118867,1.000002713,17
6.204928571,6.238,6.169,6.204961304,0.02091545,-0.484523004,1.005324561,1.000005275,17
6.201142857,6.238,6.169,6.201183746,0.023369464,0.492322454,1.005936972,1.000006594,17
6.203642857,6.255,6.169,6.203684176,0.023496668,0.392582926,1.00827183,1.00000666,17
6.203642857,6.255,6.169,6.203684176,0.023496668,0.392582926,1.00827183,1.00000666,17
6.198642857,6.221,6.169,6.198672318,0.019832402,-0.069211683,1.00360201,1.000004753,17
6.195,6.238,6.169,6.19502359,0.017741737,0.724498464,1.006937247,1.000003808,17
6.193785714,6.221,6.169,6.19381615,0.020150123,0.026395642,1.004388869,1.000004914,17
6.189928571,6.221,6.169,6.189943336,0.014029991,0.634887548,1.005017278,1.000002385,17
6.194928571,6.221,6.169,6.19495226,0.017778398,0.259836114,1.004204672,1.000003824,17
6.199714286,6.255,6.169,6.199776609,0.02884822,1.189576737,1.00890732,1.000010053,17
6.2025,6.238,6.169,6.202522453,0.017319398,0.10976207,1.005719858,1.00000362,17
6.203642857,6.238,6.169,6.203687699,0.024477956,-0.206103734,1.005530952,1.000007228,17
6.192571429,6.221,6.152,6.192608278,0.022169675,-0.26377099,1.004584776,1.000005951,17
6.202357143,6.238,6.169,6.202389948,0.020934356,0.435689242,1.005741344,1.000005289,17
6.202285714,6.238,6.169,6.202335539,0.02579931,0.454029085,1.005750166,1.000008033,17
6.193714286,6.221,6.152,6.193744609,0.020112868,-0.289299666,1.004400471,1.000004896,17
6.202285714,6.238,6.169,6.202342392,0.027516229,0.262191225,1.005749055,1.000009138,17
6.199928571,6.221,6.169,6.199950282,0.017026966,-0.098232704,1.003395143,1.000003502,17
6.198714286,6.238,6.169,6.198760648,0.02487949,0.203597529,1.006330193,1.000007479,17
6.191357143,6.221,6.152,6.191383108,0.01860772,-0.637346303,1.004783566,1.000004194,17
6.198642857,6.221,6.169,6.198665461,0.017371981,0.11963976,1.003603121,1.000003647,17
6.193714286,6.238,6.169,6.193751471,0.022272538,0.556640172,1.007144059,1.000006004,17
6.188785714,6.221,6.169,6.188806307,0.01656771,0.324172678,1.005201923,1.000003327,17
6.1925,6.221,6.152,6.19253339,0.021103226,-0.18858276,1.004596925,1.000005392,17
6.190071429,6.221,6.152,6.190096509,0.018286036,-0.456968709,1.004992409,1.000004052,17
6.193714286,6.238,6.169,6.193751471,0.022272538,0.556640172,1.007144059,1.000006004,17
6.191214286,6.238,6.169,6.19124703,0.020896001,0.89061844,1.007551463,1.000005289,17
6.187428571,6.221,6.134,6.187458363,0.019925686,-1.217331146,1.005420907,1.000004815,17
6.192571429,6.221,6.152,6.192601415,0.019998901,-0.456599987,1.004585889,1.000004842,17
6.191357143,6.221,6.169,6.191386638,0.019832402,0.069211683,1.004782994,1.000004764,17
6.202357143,6.255,6.169,6.202433998,0.032042297,0.436658433,1.00847506,1.000012391,17
6.1925,6.221,6.169,6.192523193,0.017588239,0.199169804,1.004598579,1.000003745,17
6.1925,6.221,6.169,6.19251633,0.014758309,0.087943586,1.004599692,1.000002637,17
6.194928571,6.255,6.169,6.194962256,0.021200378,1.708207381,1.009691382,1.000005437,17
6.191285714,6.238,6.152,6.191332132,0.02487949,0.321852555,1.007537613,1.000007497,17
6.193785714,6.221,6.152,6.193805759,0.016352739,-1.010573973,1.004390554,1.000003236,17
6.202285714,6.238,6.186,6.202315178,0.019839466,0.850394756,1.005753468,1.000004751,17
6.196142857,6.255,6.152,6.1962071,0.029280755,0.567438728,1.00948853,1.000010368,17
6.183928571,6.238,6.134,6.183987173,0.02793802,-0.004142823,1.008734304,1.000009476,17
6.198642857,6.238,6.169,6.198675648,0.020923329,0.320878409,1.006343993,1.00000529,17
6.206142857,6.255,6.169,6.206180077,0.022305078,0.644493136,1.00786634,1.000005997,17
6.192428571,6.255,6.169,6.192472031,0.024075887,1.415921929,1.010097416,1.000007018,17
6.188785714,6.204,6.152,6.188802775,0.015080189,-1.048486556,1.0024556,1.000002757,17
6.186285714,6.221,6.152,6.18631007,0.018014646,0.041623393,1.005607532,1.000003937,17
6.183928571,6.204,6.134,6.183966752,0.022550676,-0.92697605,1.003239547,1.000006174,17
6.188714286,6.255,6.152,6.188765317,0.026081023,1.273783109,1.010702407,1.000008246,17
6.198642857,6.255,6.169,6.198682308,0.022950137,1.037630474,1.00908543,1.000006364,17
6.188714286,6.238,6.134,6.188786518,0.031029585,0.301912253,1.007952041,1.000011672,17
6.188785714,6.221,6.169,6.188820041,0.021390791,0.557449647,1.005199692,1.000005547,17
6.188857143,6.238,6.134,6.188925986,0.030293074,-0.264517647,1.007929326,1.000011124,17
6.203642857,6.238,6.169,6.203677521,0.021521392,-0.296427801,1.005532602,1.000005588,17
6.198785714,6.238,6.152,6.198831935,0.024841586,-0.158200993,1.00631862,1.000007456,17
6.209857143,6.255,6.152,6.209903576,0.024920974,-0.582344033,1.007262017,1.000007477,17
6.1935,6.255,6.169,6.193550568,0.025972619,1.506094741,1.009921519,1.000008165,17
6.199928571,6.238,6.169,6.199963796,0.021688225,0.440527166,1.006134907,1.000005681,17
6.207357143,6.238,6.169,6.207399001,0.02365654,-0.261419272,1.004929762,1.000006743,17
6.191428571,6.221,6.152,6.191475072,0.024902006,-0.401515013,1.004768642,1.000007511,17
6.189928571,6.238,6.152,6.189970603,0.023672328,0.61861013,1.007759229,1.00000679,17
6.191357143,6.238,6.152,6.191413703,0.027463562,0.248217669,1.007524339,1.000009135,17
6.182357143,6.186,6.152,6.182364417,0.009841882,-2.803342338,1.000588057,1.000001177,17
6.183857143,6.221,6.152,6.18388782,0.020213694,0.014217942,1.006001432,1.000004961,17
6.193857143,6.238,6.169,6.193894355,0.022280924,0.283936522,1.007120826,1.000006008,17
6.182642857,6.221,6.152,6.182671331,0.019472296,0.507624962,1.00619937,1.000004605,17
6.190071429,6.221,6.152,6.190103374,0.020637771,-0.138234798,1.004991294,1.000005161,17
6.202428571,6.238,6.169,6.202464717,0.021974511,0.125475875,1.00572922,1.000005828,17
6.202357143,6.255,6.134,6.202434597,0.03216689,-0.412465082,1.008474963,1.000012488,17
6.205,6.238,6.169,6.205022344,0.017280491,-0.211410163,1.005314672,1.000003601,17
6.209785714,6.255,6.186,6.209815404,0.019927478,0.527189397,1.007276319,1.000004781,17
6.216,6.273,6.169,6.216049779,0.025815916,0.239729136,1.009161803,1.000008008,17
6.249214286,6.307,6.204,6.2492673,0.026712655,0.428045719,1.009238315,1.000008483,17
6.283928571,6.342,6.238,6.283971157,0.024007897,0.746130836,1.009234422,1.000006777,17
6.296142857,6.325,6.255,6.29617546,0.021026932,-0.497659815,1.004578103,1.000005178,17
6.279071429,6.342,6.255,6.279100703,0.019897678,2.684183748,1.010017246,1.000004662,17
6.222142857,6.273,6.186,6.222185606,0.023935352,0.449000237,1.008166647,1.00000687,17
6.228357143,6.29,6.169,6.228430994,0.031475527,0.30924578,1.009885155,1.000011857,17
6.196142857,6.238,6.152,6.196186719,0.024194269,0.324495958,1.006748228,1.000007079,17
6.172714286,6.204,6.134,6.172746136,0.020577914,-0.146960208,1.005063203,1.00000516,17
6.186357143,6.238,6.152,6.186405447,0.025369901,0.51526966,1.008339989,1.000007808,17
6.1875,6.221,6.169,6.187519172,0.015984367,0.565291511,1.005411026,1.000003098,17
6.178857143,6.204,6.152,6.178880146,0.017496624,-0.430471841,1.004065438,1.000003723,17
6.186285714,6.255,6.152,6.186337158,0.026181111,1.225294313,1.011099111,1.000008316,17
6.177642857,6.204,6.134,6.177673493,0.020189895,-0.501063466,1.004261557,1.000004959,17
6.193571429,6.255,6.134,6.193639572,0.030150174,0.323253521,1.009907007,1.000011002,17
6.1875,6.255,6.134,6.187587673,0.034182204,0.29465597,1.010894767,1.000014169,17
6.186214286,6.221,6.152,6.186235106,0.016655692,0.060026453,1.005619718,1.000003366,17
6.185,6.204,6.152,6.185015545,0.014390168,-0.709065135,1.003069427,1.000002513,17
6.181428571,6.204,6.152,6.181457745,0.019708313,-0.39652459,1.003646754,1.00000472,17
6.187571429,6.221,6.152,6.18761453,0.02396701,0.076165173,1.005395532,1.000006966,17
6.185,6.238,6.134,6.185074662,0.031537523,-0.153121714,1.008556944,1.000012071,17
6.181357143,6.221,6.152,6.181393134,0.02188996,0.655165546,1.006407434,1.000005822,17
6.177571429,6.204,6.134,6.177595082,0.017740498,-0.748768126,1.004274304,1.000003829,17
6.178928571,6.238,6.152,6.178975637,0.025027567,0.904571438,1.009552451,1.000007617,17
6.186285714,6.238,6.134,6.186331084,0.02458714,-0.018478653,1.00835211,1.000007334,17
6.173857143,6.204,6.134,6.173879436,0.01721742,-0.670033854,1.00487871,1.000003611,17
6.183928571,6.238,6.152,6.183990107,0.02862883,0.619144131,1.008733826,1.000009951,17
6.174071429,6.238,6.152,6.174117745,0.024817687,1.590840653,1.010346783,1.000007502,17
6.173857143,6.204,6.134,6.173896952,0.023007882,-0.605894047,1.004875859,1.000006448,17
6.185071429,6.238,6.152,6.185117813,0.024857948,0.696882263,1.008549908,1.000007499,17
6.181428571,6.221,6.134,6.181475436,0.024979112,-0.317681419,1.006394034,1.000007582,17
6.178928571,6.204,6.152,6.17895854,0.019970995,-0.334490929,1.004052699,1.00000485,17
6.176357143,6.221,6.134,6.176394261,0.02222129,0.066172591,1.007221971,1.00000601,17
6.181357143,6.204,6.134,6.181390198,0.020978403,-0.877109867,1.003657721,1.000005348,17
6.172857143,6.221,6.152,6.172892445,0.021664779,1.194067911,1.007793357,1.000005719,17
6.179,6.221,6.152,6.179040471,0.023208089,0.289040751,1.006790622,1.00000655,17
6.1825,6.221,6.169,6.182517974,0.015470816,1.272398244,1.006224329,1.000002907,17
