 P_mean,P_max, P_min, P_rms, P_std_dev, P_skewness, P_crest_factor, P_form_factor,fault_type
68.15048538,84.903,40.131,69.12754405,11.61540706,-0.765961113,1.228207962,1.014336782,17
69.17330409,86.086,31.941,70.09526527,11.36466058,-0.885751884,1.2281286,1.01332828,17
65.77863158,86.814,35.49,66.69367341,11.04222561,-0.823847647,1.301682687,1.013910928,17
68.55280117,85.449,37.765,69.62781875,12.2237637,-0.794268467,1.227225002,1.0156816,17
69.39734503,86.086,31.941,70.25637712,10.98511342,-0.834532041,1.225312257,1.012378458,17
65.65676608,86.814,35.49,66.66023459,11.55668545,-0.804994557,1.302335651,1.015283551,17
68.09194737,85.449,37.765,69.13767388,12.01452445,-0.758525411,1.235925295,1.015357565,17
69.47184795,86.086,31.941,70.33001518,10.98540406,-0.89452092,1.224029311,1.012352733,17
66.28205848,86.814,35.49,67.25672097,11.44206531,-0.727965252,1.290785497,1.014704771,17
68.21647368,85.449,35.672,69.2247015,11.80623334,-0.884597548,1.23437152,1.014779829,17
68.2324386,85.085,31.941,69.1140958,11.03652437,-0.766914612,1.231080274,1.012921379,17
67.11755556,86.814,34.944,68.20573304,12.17053678,-0.743809422,1.272825555,1.016213008,17
67.87163158,85.449,35.672,68.85264262,11.61537819,-0.889612051,1.241041691,1.014453919,17
67.87961404,85.085,31.941,68.79840244,11.23907788,-0.680581425,1.236729299,1.013535557,17
68.37505848,86.814,34.944,69.38650136,11.83881681,-0.89230118,1.251165548,1.014792571,17
66.9877076,85.449,35.672,67.95112102,11.43532223,-0.797543652,1.257506848,1.014381943,17
68.17922222,85.085,40.95,69.10322739,11.29583406,-0.623395187,1.231273896,1.013552592,17
68.36654386,86.086,31.941,69.42850122,12.1323222,-0.974834795,1.239923065,1.01553329,17
66.90522222,86.814,35.672,67.79625575,10.98770013,-0.765236254,1.280513194,1.013317847,17
68.17390058,84.903,40.131,69.15220721,11.62485777,-0.771030106,1.227769921,1.014350164,17
69.01152632,86.086,31.941,69.93009997,11.33044004,-0.868066197,1.231029271,1.013310438,17
66.00639766,86.814,35.49,66.94768088,11.21978628,-0.781328766,1.296743948,1.014260485,17
68.30853801,84.903,37.765,69.36455812,12.09300487,-0.791702051,1.224011257,1.015459562,17
69.47397661,86.086,31.941,70.32960066,10.96918164,-0.858978534,1.224036525,1.012315749,17
65.48807018,86.814,35.49,66.49924871,11.58653609,-0.776116201,1.305488433,1.015440652,17
68.02489474,85.449,37.765,69.07952188,12.06004113,-0.762146635,1.236965713,1.015503547,17
69.74484795,86.086,31.941,70.58666352,10.90083267,-0.894041555,1.219578823,1.012069932,17
66.14476023,86.814,35.49,67.10089287,11.32033267,-0.749050698,1.293783082,1.014455153,17
67.83012281,85.449,35.672,68.90365605,12.15120229,-0.827237552,1.240122874,1.015826792,17
68.74704094,85.085,31.941,69.57170841,10.71158045,-0.801602579,1.22298276,1.01199568,17
66.99143275,86.814,34.944,68.07273204,12.12039077,-0.73856429,1.275312411,1.016140859,17
67.83916959,85.449,35.672,68.83565448,11.70450941,-0.87759415,1.241347971,1.014688931,17
67.92378363,85.085,31.941,68.82330774,11.12343828,-0.690619764,1.23628176,1.013243139,17
68.36069006,86.814,34.944,69.37046631,11.8277536,-0.892273675,1.251454756,1.0147713,17
67.0904152,85.449,35.672,68.0587203,11.47324686,-0.810965602,1.255518758,1.014432838,17
68.26117544,85.085,40.95,69.19287395,11.34984853,-0.625710535,1.229678652,1.013649025,17
68.30747368,86.086,31.941,69.36319531,12.09118917,-0.977425297,1.24109046,1.015455434,17
66.83338012,86.814,35.672,67.72061878,10.95827332,-0.757187713,1.281943396,1.013275382,17
68.38836257,85.085,40.131,69.38976375,11.78061006,-0.756799448,1.226189504,1.014642859,17
68.84602339,86.086,31.941,69.7438338,11.18746362,-0.894280621,1.234317004,1.013040846,17
65.80257895,86.814,35.49,66.74209641,11.19198617,-0.747406065,1.300738285,1.014277821,17
68.24148538,84.903,37.765,69.31177042,12.16910839,-0.786842617,1.224943462,1.015683789,17
69.79327485,86.086,31.941,70.62950511,10.86814228,-0.904386958,1.218839065,1.011981531,17
65.29595906,86.814,35.49,66.29389967,11.49309911,-0.768821388,1.309532256,1.015283344,17
68.17017544,85.449,37.765,69.22484946,12.073084,-0.788709012,1.234368882,1.015471194,17
69.64639766,86.086,31.941,70.49779981,10.95540727,-0.854576789,1.221116123,1.01222464,17
65.9984152,86.814,35.49,66.95358355,11.30214802,-0.744414368,1.296629626,1.014472595,17
67.96209942,85.449,35.672,69.02159171,12.08250345,-0.856992285,1.238003904,1.015589458,17
68.45381871,85.085,31.941,69.34877288,11.13788387,-0.845613592,1.226914284,1.013073839,17
67.26177193,86.814,35.49,68.27971771,11.78072574,-0.725379125,1.271446381,1.015134091,17
67.89291813,85.449,35.672,68.9017071,11.78170852,-0.875497361,1.240157953,1.01485853,17
68.06321053,85.085,31.941,68.95719017,11.10018013,-0.71106757,1.233881482,1.01313455,17
67.89717544,86.814,34.944,68.94354222,12.00116031,-0.826429914,1.25920423,1.01541105,17
67.17343275,85.449,35.672,68.13758859,11.4554934,-0.832638758,1.254065513,1.014353232,17
68.49639181,85.085,40.95,69.38712391,11.11484266,-0.639739428,1.226236155,1.013004073,17
68.12334503,86.086,31.941,69.20577474,12.22798128,-0.932909861,1.243913536,1.015889263,17
67.02921637,86.814,35.672,67.89727295,10.85416,-0.792930872,1.278608054,1.012950421,17
68.31332749,85.085,40.131,69.31392338,11.76942294,-0.742908018,1.227531149,1.014647155,17
68.88753216,86.086,31.941,69.81281291,11.36185199,-0.889961835,1.233097427,1.013431759,17
65.91114035,86.814,35.49,66.82591386,11.05163346,-0.795523051,1.299106813,1.013878891,17
67.9652924,84.903,37.765,69.05290841,12.24335723,-0.733208351,1.229535467,1.016002521,17
69.78209942,86.086,31.941,70.64549772,11.04346664,-0.929661884,1.218563147,1.012372776,17
65.48487719,86.814,35.49,66.44326122,11.27748075,-0.813684452,1.306588485,1.014635196,17
68.30481287,85.449,37.765,69.36206952,12.09980987,-0.81064315,1.23192691,1.015478509,17
69.47450877,86.086,31.941,70.32496608,10.93585198,-0.818580752,1.224117192,1.012241286,17
66.06174269,86.814,35.49,67.01928505,11.32167453,-0.752439717,1.295358492,1.014494658,17
67.80830409,85.449,35.672,68.89663768,12.23338706,-0.815814651,1.240249203,1.016050152,17
68.54960819,85.085,31.941,69.42362059,11.01361285,-0.873404448,1.22559151,1.012750071,17
67.48208772,86.814,35.49,68.50640409,11.83700226,-0.738893119,1.26723919,1.015179085,17
67.59756725,85.449,35.672,68.5973181,11.70307219,-0.844376852,1.245660944,1.014789746,17
68.02329825,85.085,31.941,68.92005055,11.11425397,-0.700344384,1.234546396,1.013183017,17
67.87269591,86.814,34.944,68.92229935,12.01769901,-0.819854277,1.259592335,1.015464296,17
67.45707602,85.449,35.672,68.4159221,11.4476046,-0.892822306,1.248963653,1.014214166,17
67.89291813,85.085,31.941,68.88603971,11.68919084,-0.677119889,1.235155924,1.014627764,17
68.78535673,86.814,34.944,69.77398238,11.73836025,-0.931986047,1.244217358,1.014372618,17
66.55878363,85.449,35.672,67.46343659,11.04340512,-0.805256823,1.266597202,1.013591789,17
68.73373684,85.085,40.95,69.68850831,11.52991895,-0.733775622,1.220933007,1.013890871,17
68.6741345,86.086,31.941,69.59049737,11.28919273,-0.880160996,1.237036711,1.013343639,17
66.16711111,86.814,35.49,67.10275411,11.19939752,-0.777131354,1.293747196,1.014140605,17
67.81628655,84.903,37.765,68.88641511,12.13053962,-0.744786992,1.232507162,1.015779817,17
69.59530994,86.086,31.941,70.50339187,11.31235868,-0.962510357,1.221019269,1.013048033,17
65.73020468,86.814,35.49,66.65446324,11.09402602,-0.812470282,1.302448415,1.014061398,17
68.26117544,85.449,37.765,69.32798249,12.15090542,-0.788903983,1.232532621,1.015628314,17
69.56710526,86.086,31.941,70.4177159,10.94408539,-0.821322779,1.222504861,1.012227196,17
66.0000117,86.814,35.49,66.95068852,11.27548838,-0.767183826,1.296685694,1.014404192,17
67.92059064,85.449,35.672,69.01191149,12.2603563,-0.829253324,1.238177557,1.016067599,17
68.50118129,85.085,31.941,69.37002372,10.97692995,-0.877469985,1.22653843,1.012683612,17
67.16225731,86.814,35.49,68.19640781,11.86611352,-0.678584425,1.272999602,1.015397792,17
67.75295906,85.449,35.672,68.74364853,11.66281259,-0.874990621,1.243009381,1.014622084,17
67.94932749,85.085,31.941,68.85924316,11.1900189,-0.695158105,1.235636584,1.013391092,17
67.89823977,86.814,34.944,68.93224648,11.92962269,-0.823958177,1.259410573,1.01522877,17
67.3767193,85.449,35.672,68.34452381,11.49453297,-0.875903698,1.250268423,1.014364079,17
68.24201754,85.085,31.941,69.23039569,11.69076527,-0.731646162,1.229012187,1.014483425,17
68.46020468,86.814,34.944,69.46719931,11.81986331,-0.896017766,1.249712107,1.014709197,17
66.76792398,85.449,35.672,67.66912034,11.03933184,-0.794865549,1.262747315,1.013497445,17
68.60867836,85.085,40.95,69.54953221,11.43465395,-0.726184799,1.223372714,1.013713336,17
68.67094152,86.086,31.941,69.63870473,11.60337648,-0.93590284,1.236180373,1.014092762,17
66.32197076,86.814,35.672,67.22581267,11.01889831,-0.717157171,1.291378959,1.013628092,17
67.85247368,84.903,37.765,68.90802464,12.05017998,-0.777474785,1.232120648,1.015556558,17
69.39894152,86.086,31.941,70.31863122,11.36893467,-0.927911113,1.22422747,1.013252215,17
65.73765497,86.814,35.49,66.65837915,11.07326919,-0.803789103,1.302371901,1.014006039,17
68.21860234,85.449,37.765,69.29959237,12.22825593,-0.781150192,1.233037556,1.015845972,17
69.61925731,86.086,31.941,70.46642874,10.92587244,-0.827503252,1.221659754,1.012168636,17
65.62696491,86.814,35.49,66.63393033,11.57434976,-0.794145813,1.302849758,1.015343776,17
68.35802924,85.449,37.765,69.36239417,11.7955593,-0.829039529,1.231921144,1.014692713,17
68.47297661,85.085,31.941,69.34731899,11.00958498,-0.864228813,1.226940006,1.01276916,17
67.14150292,86.814,35.49,68.16718943,11.81527309,-0.685397435,1.273545246,1.01527649,17
67.56084795,85.449,35.672,68.57613641,11.79115589,-0.827012971,1.246045702,1.015027764,17
68.30215205,85.085,31.941,69.19559749,11.11617588,-0.75365545,1.229630252,1.01308078,17
67.72102924,86.814,34.944,68.74661212,11.86516599,-0.805065783,1.26281132,1.015144231,17
67.62364327,85.449,35.672,68.60588826,11.60163334,-0.894060789,1.245505337,1.014525171,17
68.08822222,85.085,31.941,69.06329425,11.59824427,-0.726202347,1.231985832,1.014320715,17
68.31918129,86.814,34.944,69.33754281,11.87471789,-0.858355348,1.252048984,1.014905939,17
67.04730994,85.449,35.672,67.9541042,11.09678403,-0.828316102,1.257451643,1.013524693,17
68.48308772,85.085,40.95,69.43121273,11.46861692,-0.693942765,1.225457495,1.013844659,17
68.21061988,86.086,31.941,69.24583656,11.96387306,-0.940513258,1.243193877,1.015176767,17
66.39860234,86.814,35.672,67.30438343,11.03712022,-0.740756811,1.289871411,1.013641569,17
68.30055556,84.903,40.131,69.27784494,11.62948046,-0.770214983,1.225543319,1.014308659,17
69.40479532,86.086,31.941,70.32525564,11.37420468,-0.927121748,1.224112152,1.013262201,17
65.42527485,86.814,35.49,66.35743958,11.11601567,-0.773013844,1.308278327,1.014247777,17
68.4261462,85.449,37.765,69.47734514,12.07545997,-0.811830249,1.229882918,1.015362533,17
69.63415789,86.086,31.941,70.48298912,10.93779835,-0.828333574,1.221372718,1.012189869,17
65.65463743,86.814,35.49,66.66150736,11.5762181,-0.801858418,1.302310785,1.015335854,17
68.30108772,85.449,37.765,69.30463791,11.78586318,-0.817027704,1.232947788,1.014693034,17
68.61133918,86.086,31.941,69.49973739,11.10942769,-0.852648422,1.238652162,1.012948271,17
66.88659649,86.814,35.49,67.91306576,11.79752679,-0.661429384,1.27831072,1.015346412,17
67.90036842,85.449,35.672,68.91767167,11.83233599,-0.862979347,1.239870674,1.014982294,17
68.19997661,85.085,31.941,69.08158673,11.03361911,-0.763658414,1.231659607,1.012926839,17
67.70187135,86.814,34.944,68.72353407,11.84063503,-0.811269819,1.263235385,1.015090613,17
67.44430409,85.449,35.672,68.43612485,11.6431005,-0.859354915,1.248594952,1.014705775,17
68.18880117,85.085,31.941,69.14897808,11.51712907,-0.748523795,1.230459254,1.014081153,17
68.26117544,86.814,34.944,69.28288332,11.88934379,-0.841606224,1.253036765,1.014967628,17
67.16757895,85.449,35.672,68.08687426,11.18347839,-0.821347748,1.254999601,1.013686593,17
68.16857895,85.085,40.95,69.13215698,11.53595285,-0.657502433,1.230758647,1.014135223,17
68.59909942,86.086,31.941,69.61920327,11.90908971,-0.990669928,1.236526647,1.014870514,17
66.44117544,86.814,35.672,67.3499252,11.05883461,-0.74597746,1.288999204,1.013677509,17
68.22179532,84.903,40.131,69.18962152,11.56601339,-0.777376122,1.227106004,1.014186466,17
69.25366082,86.086,31.941,70.17050341,11.3393983,-0.902544447,1.226811777,1.013238904,17
65.32363158,86.814,35.49,66.26692018,11.17398905,-0.749208068,1.310065411,1.014440235,17
68.77364912,85.449,37.765,69.82487267,12.10599342,-0.850414812,1.22376163,1.015285266,17
69.56497661,86.086,31.941,70.40534362,10.8774243,-0.837939225,1.222719691,1.012080318,17
65.53436842,86.814,35.49,66.54094696,11.56400462,-0.774119011,1.304670342,1.015359552,17
68.11961988,85.449,37.765,69.16128103,11.99338812,-0.787794914,1.235503431,1.015291647,17
69.01418713,86.086,31.941,69.87394475,10.95958676,-0.883924502,1.232018606,1.012457694,17
66.74078363,86.814,35.49,67.74322784,11.64498758,-0.693732356,1.281515552,1.015019965,17
67.95837427,85.449,35.672,68.98205991,11.87470285,-0.860295632,1.238713371,1.015063422,17
68.21860234,85.085,31.941,69.10371514,11.05715675,-0.756274455,1.231265205,1.012974655,17
67.20536257,86.814,34.944,68.27350375,12.06489929,-0.782690992,1.271562103,1.01589369,17
67.97167836,85.449,35.672,68.9203432,11.42928507,-0.877042698,1.239822613,1.013956766,17
67.86045614,85.085,31.941,68.81333045,11.44548014,-0.715074942,1.236461009,1.014041673,17
68.36494737,86.814,34.944,69.37831241,11.84927374,-0.866531016,1.251313227,1.014822875,17
67.18194737,85.449,35.672,68.11547017,11.27147657,-0.808572025,1.254472733,1.013895441,17
68.18614035,85.085,40.95,69.13860861,11.47025987,-0.665574,1.2306438,1.013968649,17
68.27607602,86.086,31.941,69.3454272,12.16681542,-0.955775816,1.24140846,1.015662165,17
66.64552632,86.814,35.672,67.51280521,10.8183694,-0.741223639,1.285889391,1.01301331,17
68.16166082,84.903,40.131,69.1437692,11.64654636,-0.777015435,1.227919753,1.014408516,17
69.27973684,86.086,31.941,70.1881213,11.28874099,-0.892926691,1.226503836,1.013111835,17
65.49392398,86.814,35.49,66.43042609,11.1478331,-0.789434545,1.306840933,1.014299069,17
68.73214035,85.449,37.765,69.78344308,12.10282651,-0.841430169,1.224488163,1.015295649,17
69.29038012,86.086,31.941,70.1751827,11.14115655,-0.801857771,1.226729973,1.012769487,17
65.60780702,86.814,35.49,66.60923989,11.54059611,-0.797599627,1.303332693,1.015263928,17
68.4011345,85.449,37.765,69.41215007,11.83853759,-0.824789925,1.231038081,1.014780684,17
69.12221637,86.086,31.941,69.99113214,11.02673243,-0.882398109,1.229955815,1.012570716,17
66.36933333,86.814,35.49,67.37705573,11.64354115,-0.667559195,1.288480167,1.015183555,17
68.22871345,85.449,35.672,69.23035617,11.76838085,-0.896424116,1.234270697,1.014680663,17
68.2015731,85.085,31.941,69.08305989,11.03297065,-0.763467753,1.231633343,1.012924728,17
67.15906433,86.814,34.944,68.23123333,12.08367369,-0.767550644,1.272349858,1.015964621,17
68.03766667,85.449,35.672,68.98470683,11.42492971,-0.889816885,1.238665842,1.013919351,17
67.80830409,85.085,31.941,68.76302258,11.4522554,-0.699247188,1.237365619,1.014079669,17
68.43572515,86.814,34.944,69.44621496,11.83840672,-0.889354615,1.250089729,1.014765531,17
67.1271345,85.449,35.672,68.05981998,11.26182032,-0.79798994,1.255498472,1.013894314,17
68.11961988,85.085,40.95,69.06906941,11.44639397,-0.655093381,1.23188282,1.013937975,17
68.27607602,86.086,31.941,69.34544396,12.16691151,-0.955812532,1.24140816,1.015662411,17
66.53802924,86.814,35.672,67.42846984,10.9540363,-0.734691708,1.287497702,1.013382431,17
68.20529825,84.903,40.131,69.18434361,11.63193582,-0.774914543,1.227199617,1.014354389,17
69.31911696,86.086,31.941,70.20856387,11.17284563,-0.886594266,1.226146716,1.012831192,17
65.61845029,86.814,35.49,66.55967146,11.18662874,-0.805954561,1.304303313,1.014343849,17
68.47776608,85.449,37.765,69.54603185,12.17840008,-0.792966207,1.228668232,1.015600184,17
69.43619298,86.086,31.941,70.30001447,11.01894645,-0.829166551,1.224551668,1.012440508,17
65.65463743,86.814,35.49,66.65781394,11.55480525,-0.805262142,1.302382945,1.015279599,17
68.25478947,85.449,37.765,69.28369623,11.9309142,-0.786454987,1.233320459,1.015074499,17
69.43246784,86.086,31.941,70.30116934,11.04992581,-0.897226833,1.224531552,1.012511459,17
66.20755556,86.814,35.49,67.18884543,11.47477848,-0.707907485,1.292089475,1.014821418,17
68.16857895,85.449,35.672,69.17507085,11.79187939,-0.877088431,1.235257138,1.014764748,17
68.22605263,85.085,31.941,69.10704098,11.03179746,-0.767101917,1.231205949,1.012912785,17
67.26230409,86.814,34.944,68.3425203,12.13854154,-0.771620918,1.270278,1.016059756,17
67.69176023,85.449,35.672,68.67602092,11.6194227,-0.869332902,1.244233414,1.014540332,17
67.97593567,85.085,31.941,68.90285904,11.29701218,-0.682041385,1.234854419,1.013636052,17
68.35430409,86.814,34.944,69.36609752,11.83909927,-0.886957153,1.251533575,1.01480219,17
67.14788889,85.449,35.672,68.08366892,11.28234843,-0.813212321,1.255058685,1.013936105,17
68.03553801,85.085,40.95,68.9890373,11.4639165,-0.624534501,1.23331189,1.014014724,17
68.34791813,86.086,31.941,69.41005493,12.13171488,-0.970352437,1.240252584,1.015540149,17
66.88340351,86.814,35.672,67.77301307,10.97708033,-0.762900821,1.280952345,1.013300902,17
68.14995322,84.903,40.131,69.12584136,11.60835277,-0.771079368,1.228238215,1.014319718,17
69.0147193,86.086,31.941,69.93365658,11.33295773,-0.867814153,1.230966665,1.013315091,17
65.96382456,86.814,35.49,66.89598448,11.16132151,-0.804266917,1.297746056,1.014131381,17
68.33780702,84.903,37.765,69.39931905,12.12722858,-0.782289374,1.223398171,1.015533305,17
69.51122807,86.086,31.941,70.37022148,10.99381877,-0.858726896,1.223329957,1.012357621,17
65.62749708,86.814,35.49,66.62829298,11.53861547,-0.805206312,1.302959991,1.015249643,17
67.89930409,85.449,37.765,68.96958,12.1387462,-0.736637088,1.238937514,1.015762693,17
69.69376023,86.086,31.941,70.53197684,10.87340563,-0.891394505,1.220524418,1.01202714,17
66.23948538,86.814,35.49,67.20217381,11.36742736,-0.754474528,1.291833211,1.014533453,17
67.95252047,85.449,35.672,68.99815574,12.00178376,-0.835536734,1.238424405,1.015387733,17
68.61293567,85.085,31.941,69.46708533,10.89195914,-0.805671329,1.224824672,1.012448814,17
66.93768421,86.814,34.944,68.01720423,12.10551458,-0.729475108,1.276353549,1.016127239,17
67.99083626,85.449,35.672,68.97196094,11.62617897,-0.90823011,1.238894746,1.014430249,17
67.76573099,85.085,31.941,68.67969219,11.19997256,-0.664839755,1.238866939,1.013487071,17
68.41656725,86.814,34.944,69.42779953,11.84114139,-0.901960342,1.25042131,1.014780518,17
67.02921637,85.449,35.672,67.99425039,11.44852488,-0.803743588,1.2567092,1.014397215,17
68.24574269,85.085,40.95,69.17542683,11.33621633,-0.627061352,1.229988797,1.013622595,17
68.3292924,86.086,31.941,69.38762222,12.10814894,-0.975461568,1.240653552,1.015488669,17
66.84561988,86.814,35.672,67.73412886,10.96716456,-0.756946482,1.281687703,1.013291955,17
68.3292924,85.085,40.131,69.32268403,11.72803,-0.764714074,1.22737602,1.014538298,17
68.91999415,86.086,31.941,69.82596812,11.24453836,-0.88672289,1.232865112,1.0131453,17
65.83770175,86.814,35.49,66.77795522,11.19936675,-0.754795754,1.300039807,1.014281383,17
68.23190643,84.903,37.765,69.30265202,12.17089903,-0.784193286,1.225104632,1.01569274,17
69.71238596,86.086,31.941,70.54503775,10.83847631,-0.895247355,1.220298447,1.011944101,17
65.42367836,86.814,35.49,66.42805684,11.54157875,-0.777750661,1.306887543,1.015351911,17
68.05203509,85.449,37.765,69.10718569,12.06544445,-0.767574985,1.236470551,1.015505056,17
69.76453801,86.086,31.941,70.61314642,10.9465256,-0.879908871,1.219121429,1.012163893,17
66.04524561,86.814,35.49,66.99188964,11.25520438,-0.753245027,1.295888211,1.014333265,17
67.87695322,85.449,35.672,68.94993318,12.15220602,-0.837830802,1.239290541,1.015807721,17
68.41550292,85.085,31.941,69.3108527,11.13726327,-0.83561694,1.227585532,1.013086943,17
67.33733918,86.814,35.49,68.35209163,11.76865033,-0.744660464,1.270100123,1.015069684,17
67.77477778,85.449,35.672,68.78317795,11.76924366,-0.855642058,1.242295028,1.014878694,17
68.0797076,85.085,31.941,68.97579057,11.11465374,-0.709325349,1.233548747,1.013162262,17
67.98657895,86.814,34.944,69.0325789,12.00687733,-0.844678328,1.257580137,1.015385389,17
67.28146199,85.449,35.672,68.21970464,11.30844001,-0.83432184,1.252555995,1.01394504,17
68.35004678,85.085,40.95,69.27081345,11.2899111,-0.643015309,1.228295089,1.013471339,17
68.08875439,86.086,31.941,69.17049298,12.22096679,-0.926440603,1.244548019,1.015887184,17
67.04784211,86.814,35.672,67.91700359,10.86260934,-0.795181308,1.278236604,1.012963303,17
68.36228655,85.085,40.131,69.36063684,11.7602942,-0.756312314,1.226704423,1.014603817,17
68.97693567,86.086,31.941,69.88235038,11.24565696,-0.897534481,1.231870415,1.01312634,17
65.77277778,86.814,35.49,66.7046531,11.14354698,-0.769260201,1.301468428,1.0141681,17
67.97593567,84.903,37.765,69.06360944,12.24463591,-0.735574173,1.229344957,1.016000865,17
69.71345029,86.086,31.941,70.57317046,11.01438567,-0.923261212,1.219811997,1.012332199,17
65.53383626,86.814,35.49,66.49929459,11.32352968,-0.804771887,1.305487532,1.014732211,17
68.28884795,85.449,37.765,69.34520653,12.09322761,-0.808652739,1.232226484,1.015468976,17
69.49952047,86.086,31.941,70.35074004,10.94273887,-0.82335857,1.22366872,1.012247848,17
66.02449123,86.814,35.49,66.97840337,11.29687516,-0.752061096,1.296149141,1.014447853,17
67.78648538,85.449,35.672,68.87174834,12.21403012,-0.818560518,1.240697413,1.01601002,17
68.70553216,85.085,31.941,69.57419056,10.99201607,-0.899647352,1.222939129,1.012643209,17
67.33042105,86.814,35.49,68.35846953,11.84547656,-0.714207521,1.269981622,1.015268707,17
67.66089474,85.449,35.672,68.66587729,11.73933327,-0.846412093,1.244417218,1.014853226,17
68.05576023,85.085,31.941,68.95118265,11.1085881,-0.709837105,1.233988987,1.013157188,17
67.91633333,86.814,34.944,68.9600273,11.98738369,-0.831494024,1.258903214,1.015367349,17
67.33201754,85.449,35.672,68.29413581,11.45670013,-0.867440025,1.251190882,1.014289164,17
68.08715789,85.085,31.941,69.05684856,11.5658783,-0.694649158,1.232100824,1.014241903,17
68.63475439,86.814,34.944,69.65101504,11.8895357,-0.912070568,1.246413996,1.014806794,17
66.73226901,85.449,35.672,67.60463133,10.85724673,-0.809902925,1.263951867,1.013072571,17
68.61133918,85.085,40.131,69.59958711,11.72135285,-0.751526024,1.222492884,1.014403566,17
68.70127485,86.086,31.941,69.61340245,11.2651123,-0.887306524,1.236629686,1.01327672,17
66.11602339,86.814,35.49,67.05645807,11.22393539,-0.762122599,1.294640405,1.014224005,17
67.75508772,84.903,37.765,68.82385341,12.11732393,-0.733548934,1.233627526,1.015773955,17
69.82254386,86.086,31.941,70.68426946,11.0358753,-0.941509183,1.21789474,1.012341653,17
65.50297076,86.814,35.49,66.46261946,11.28652081,-0.815100663,1.306207921,1.014650461,17
68.22977778,85.449,37.765,69.29250997,12.12472944,-0.791719333,1.233163585,1.015575783,17
69.53996491,86.086,31.941,70.3855991,10.90971469,-0.833727231,1.223062688,1.012160406,17
66.14582456,86.814,35.49,67.10984427,11.36735433,-0.756413353,1.293610512,1.014574158,17
67.82692982,85.449,35.672,68.91860412,12.25396717,-0.810767249,1.239853899,1.016094998,17
68.48149123,85.085,31.941,69.34776801,10.9590433,-0.880835392,1.226932062,1.012649794,17
67.33042105,86.814,35.49,68.35822867,11.84407831,-0.70352606,1.269986097,1.01526513,17
67.67526316,85.449,35.672,68.67810143,11.72794647,-0.856629997,1.244195722,1.014818388,17
67.87854971,85.085,31.941,68.78657457,11.17252445,-0.682230082,1.236941955,1.013377199,17
67.98232164,86.814,34.944,69.01699805,11.94084538,-0.84001584,1.25786404,1.015219786,17
67.44536842,85.449,35.672,68.40121745,11.4285889,-0.891056894,1.249232151,1.014172197,17
68.06746784,85.085,31.941,69.0650034,11.73026813,-0.706067873,1.231955344,1.0146551,17
68.55812281,86.814,34.944,69.56871489,11.84951499,-0.907850011,1.247888511,1.014740662,17
66.66468421,85.449,35.672,67.55837851,10.98453458,-0.792355722,1.264817213,1.013405813,17
68.65976608,85.085,40.95,69.60605942,11.4721261,-0.724702221,1.222379211,1.013782356,17
68.62943275,86.086,31.941,69.5932899,11.5762968,-0.936535409,1.236987073,1.01404437,17
66.29908772,86.814,35.672,67.19800636,10.98676145,-0.729628184,1.291913327,1.013558537,17
67.92644444,84.903,37.765,68.99095887,12.10817519,-0.771837494,1.230639513,1.015671576,17
69.37712281,86.086,31.941,70.29602482,11.36225827,-0.924310934,1.224621168,1.013245029,17
65.83823392,86.814,35.49,66.7580584,11.07622495,-0.825108179,1.300427275,1.013970977,17
68.26862573,85.449,37.765,69.33800901,12.16634074,-0.786059082,1.232354393,1.015664345,17
69.52346784,86.086,31.941,70.38870098,11.03488757,-0.815589964,1.22300879,1.012445195,17
65.66740936,86.814,35.49,66.67147873,11.561101,-0.806057814,1.302116012,1.015290224,17
68.3175848,85.449,37.765,69.32630323,11.817811,-0.817414926,1.232562476,1.014765136,17
68.39421637,85.085,31.941,69.26541587,10.9833723,-0.853758152,1.228390806,1.012737912,17
67.21174854,86.814,35.49,68.24216787,11.8488548,-0.691903844,1.272145987,1.015330941,17
67.64439766,85.449,35.672,68.6487731,11.73434045,-0.8481322,1.244727271,1.014847873,17
68.21594152,85.085,31.941,69.12095547,11.18136555,-0.733918767,1.2309581,1.013266898,17
67.74976608,86.814,34.944,68.77369056,11.85799313,-0.813326545,1.26231411,1.015113329,17
67.51135673,85.449,35.672,68.48805097,11.5590307,-0.885442216,1.247648295,1.01446711,17
68.16645029,85.085,31.941,69.14802213,11.64374793,-0.728946572,1.230476265,1.014399633,17
68.29416959,86.814,34.944,69.3121802,11.8704992,-0.853123169,1.252507132,1.014906259,17
67.0068655,85.449,35.672,67.90891912,11.06422894,-0.832052269,1.258288324,1.013462107,17
68.62304678,85.085,40.95,69.56691544,11.45427555,-0.71972908,1.223067021,1.013754397,17
68.32609942,86.086,31.941,69.32175003,11.74118126,-0.905918943,1.241832469,1.014572039,17
66.38636257,86.814,35.672,67.29770559,11.07017168,-0.755062708,1.289999402,1.013727865,17
68.0621462,84.903,37.765,69.07744399,11.83454973,-0.775794383,1.229098749,1.014917217,17
69.40107018,86.086,31.941,70.32107874,11.37109157,-0.92757962,1.224184861,1.013256403,17
65.50084211,86.814,35.49,66.44018833,11.16545377,-0.772234906,1.306648915,1.014340979,17
68.3952807,85.449,37.765,69.44673516,12.07423533,-0.804453249,1.230425013,1.015373202,17
69.64107602,86.086,31.941,70.48995123,10.93862342,-0.830036784,1.221252086,1.012189289,17
